School_Name,School_Type,Longitude,Latitude,Address_Town,Address_Postcode,Region_Name,LGA_Name,LGA_ID
Noble Park English Language School,Language,145.17817,-37.97117,Noble Park,3174,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
Greensborough Secondary College,Secondary,145.09125,-37.70849,Greensborough,3088,NORTH-WESTERN VICTORIA,Banyule (C),66
Ararat Secondary College,Secondary,142.92196,-37.286,Ararat,3377,SOUTH-WESTERN VICTORIA,Ararat (RC),26
Mill Park Secondary College,Secondary,145.06341,-37.66416,Mill Park,3082,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Bacchus Marsh College,Secondary,144.43306,-37.68563,Bacchus Marsh,3340,SOUTH-WESTERN VICTORIA,Moorabool (S),515
The Grange P-12 College,Pri/Sec,144.67494,-37.85813,Hoppers Crossing,3029,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Springside West Secondary College,Secondary,144.72787,-37.71569,Fraser Rise,3336,SOUTH-WESTERN VICTORIA,Melton (C),465
Taylors Lakes Secondary College,Secondary,144.7944,-37.70741,Taylors Lakes,3038,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Sunshine College,Secondary,144.81382,-37.79316,Sunshine West,3020,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Wallan Secondary College,Secondary,144.98147,-37.41839,Wallan,3756,NORTH-EASTERN VICTORIA,Mitchell (S),485
Thornbury High School,Secondary,145.02521,-37.75649,Thornbury,3071,NORTH-WESTERN VICTORIA,Darebin (C),189
Portland Secondary College,Secondary,141.59482,-38.35882,Portland,3305,SOUTH-WESTERN VICTORIA,Glenelg (S),241
Copperfield College,Secondary,144.77243,-37.71946,Delahey,3037,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Bayside P-12 College,Pri/Sec,144.88521,-37.8577,Williamstown,3016,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),311
South Oakleigh College,Secondary,145.08977,-37.92232,Oakleigh South,3167,NORTH-EASTERN VICTORIA,Monash (C),497
Swan Hill College,Secondary,143.55285,-35.33523,Swan Hill,3585,NORTH-WESTERN VICTORIA,Swan Hill (RC),661
Traralgon College,Secondary,146.51949,-38.19142,Traralgon,3844,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Mornington Secondary College,Secondary,145.05776,-38.21671,Mornington,3931,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Essendon Keilor College,Secondary,144.86971,-37.73971,Keilor East,3033,SOUTH-WESTERN VICTORIA,Moonee Valley (C),506
Brunswick Secondary College,Secondary,144.95501,-37.7709,Brunswick,3056,NORTH-WESTERN VICTORIA,Merri-bek (C),525
Glen Waverley Secondary College,Secondary,145.16211,-37.8781,Glen Waverley,3150,NORTH-EASTERN VICTORIA,Monash (C),497
Monterey Secondary College,Secondary,145.14772,-38.12612,Frankston North,3200,SOUTH-EASTERN VICTORIA,Frankston (C),217
Warrnambool College,Secondary,142.49968,-38.37672,Warrnambool,3280,SOUTH-WESTERN VICTORIA,Warrnambool (C),673
Viewbank College,Secondary,145.08659,-37.7412,Viewbank,3084,NORTH-WESTERN VICTORIA,Banyule (C),66
Noble Park Secondary College,Secondary,145.18237,-37.97021,Noble Park,3174,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
Baimbridge College,Secondary,142.01463,-37.73331,Hamilton,3300,SOUTH-WESTERN VICTORIA,Southern Grampians (S),626
Yarra Hills Secondary College,Secondary,145.31618,-37.78934,Mooroolbark,3138,NORTH-EASTERN VICTORIA,Yarra Ranges (S),745
Heathmont College,Secondary,145.2321,-37.83843,Heathmont,3135,NORTH-EASTERN VICTORIA,Maroondah (C),441
Horsham College,Secondary,142.1841,-36.71166,Horsham,3402,SOUTH-WESTERN VICTORIA,Horsham (RC),319
Melbourne Girls College,Secondary,145.01433,-37.82251,Richmond,3121,NORTH-WESTERN VICTORIA,Yarra (C),735
Western Heights Secondary College,Secondary,144.32806,-38.12391,Hamlyn Heights,3215,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Lowanna College,Secondary,146.28598,-38.17668,Newborough,3825,SOUTH-EASTERN VICTORIA,Latrobe (C),381
Templestowe College,Secondary,145.12231,-37.76743,Templestowe Lower,3107,NORTH-EASTERN VICTORIA,Manningham (C),421
Castlemaine Secondary College,Secondary,144.22755,-37.05044,Castlemaine,3450,NORTH-WESTERN VICTORIA,Mount Alexander (S),543
Warragul Regional College,Secondary,145.92549,-38.1652,Warragul,3820,SOUTH-EASTERN VICTORIA,Baw Baw (S),83
Mount Rowan Secondary College,Secondary,143.83447,-37.51922,Wendouree,3355,SOUTH-WESTERN VICTORIA,Ballarat (C),57
Charlton College,Pri/Sec,143.35963,-36.27031,Charlton,3525,NORTH-WESTERN VICTORIA,Buloke (S),127
Wycheproof P-12 College,Pri/Sec,143.2291,-36.0757,Wycheproof,3527,NORTH-WESTERN VICTORIA,Buloke (S),127
Birchip P-12 School,Pri/Sec,142.90994,-35.98438,Birchip,3483,SOUTH-WESTERN VICTORIA,Buloke (S),127
Nhill College,Pri/Sec,141.65886,-36.3326,Nhill,3418,SOUTH-WESTERN VICTORIA,Hindmarsh (S),298
Sale College,Secondary,147.06801,-38.10892,Sale,3850,SOUTH-EASTERN VICTORIA,Wellington (S),681
McClelland Secondary College,Secondary,145.15845,-38.14632,Frankston,3199,SOUTH-EASTERN VICTORIA,Frankston (C),217
Western English Language School,Language,144.85404,-37.791,Braybrook,3019,SOUTH-WESTERN VICTORIA,Maribyrnong (C),433
Narre Warren South P-12 College,Pri/Sec,145.28508,-38.04973,Narre Warren South,3805,SOUTH-EASTERN VICTORIA,Casey (C),161
Lara Secondary College,Secondary,144.41157,-38.01818,Lara,3212,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Kaniva College,Pri/Sec,141.24485,-36.38272,Kaniva,3419,SOUTH-WESTERN VICTORIA,West Wimmera (S),689
Corryong College,Pri/Sec,147.91076,-36.19294,Corryong,3707,NORTH-EASTERN VICTORIA,Towong (S),667
Maryborough Education Centre,Pri/Sec,143.72287,-37.04216,Maryborough,3465,NORTH-WESTERN VICTORIA,Central Goldfields (S),167
The Lakes South Morang College,Pri/Sec,145.07568,-37.63494,South Morang,3752,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Point Cook Senior Secondary College,Secondary,144.73282,-37.88672,Point Cook,3030,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Manor Lakes P-12 College,Pri/Sec,144.60185,-37.87351,Wyndham Vale,3024,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Coburg High School,Secondary,144.9728,-37.7407,Coburg,3058,NORTH-WESTERN VICTORIA,Merri-bek (C),525
Wodonga Middle Years College,Pri/Sec,146.89056,-36.13084,Wodonga,3690,NORTH-EASTERN VICTORIA,Wodonga (C),717
Mount Ridley P-12 College,Pri/Sec,144.92133,-37.57864,Craigieburn,3064,NORTH-WESTERN VICTORIA,Hume (C),327
Tarneit Senior College,Secondary,144.68041,-37.83335,Tarneit,3029,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Echuca College,Secondary,144.73242,-36.13239,Echuca,3564,NORTH-WESTERN VICTORIA,Campaspe (S),137
John Monash Science School,Secondary,145.12869,-37.91422,Clayton,3800,NORTH-EASTERN VICTORIA,Monash (C),497
Altona College,Pri/Sec,144.81864,-37.86191,Altona,3018,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),311
Dandenong High School,Secondary,145.20901,-37.97942,Dandenong,3175,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
Bass Coast Specialist School,Special,145.59647,-38.60974,Wonthaggi,3995,SOUTH-EASTERN VICTORIA,Bass Coast (S),74
Laverton P-12 College,Pri/Sec,144.77263,-37.85617,Laverton,3028,SOUTH-WESTERN VICTORIA,Hobsons Bay (C),311
Hume Central Secondary College,Secondary,144.91536,-37.68044,Broadmeadows,3047,NORTH-WESTERN VICTORIA,Hume (C),327
Colac Secondary College,Secondary,143.5901,-38.3515,Colac,3250,SOUTH-WESTERN VICTORIA,Colac-Otway (S),175
Nossal High School,Secondary,145.33656,-38.0385,Berwick,3806,SOUTH-EASTERN VICTORIA,Casey (C),161
Suzanne Cory High School,Secondary,144.70075,-37.89385,Werribee,3030,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Keysborough Secondary College,Secondary,145.15984,-37.96702,Springvale South,3172,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
Hallam Secondary College,Secondary,145.26119,-38.0002,Hallam,3803,SOUTH-EASTERN VICTORIA,Casey (C),161
Gleneagles Secondary College,Secondary,145.27656,-37.97461,Endeavour Hills,3802,SOUTH-EASTERN VICTORIA,Casey (C),161
Fountain Gate Secondary College,Secondary,145.29538,-38.00528,Narre Warren,3805,SOUTH-EASTERN VICTORIA,Casey (C),161
Balmoral K-12 Community College,Pri/Sec,141.82362,-37.23958,Balmoral,3407,SOUTH-WESTERN VICTORIA,Southern Grampians (S),626
Myrtleford P-12 College,Pri/Sec,146.72614,-36.54889,Myrtleford,3737,NORTH-EASTERN VICTORIA,Alpine (S),11
Alkira Secondary College,Secondary,145.30872,-38.07313,Cranbourne North,3977,SOUTH-EASTERN VICTORIA,Casey (C),161
Somerville Secondary College,Secondary,145.1686,-38.22726,Somerville,3912,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
Tarneit Rise Primary School,Primary,144.66582,-37.83618,Tarneit,3029,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Boort District P-12 School,Pri/Sec,143.72695,-36.11022,Boort,3537,NORTH-WESTERN VICTORIA,Loddon (S),394
Yarrawonga College P-12,Pri/Sec,146.00667,-36.02144,Yarrawonga,3730,NORTH-EASTERN VICTORIA,Moira (S),490
Seymour College,Pri/Sec,145.14112,-37.02984,Seymour,3660,NORTH-EASTERN VICTORIA,Mitchell (S),485
Merbein P-10 College,Pri/Sec,142.07131,-34.16937,Merbein,3505,NORTH-WESTERN VICTORIA,Mildura (RC),478
Albert Park College,Secondary,144.94736,-37.84479,Albert Park,3206,SOUTH-EASTERN VICTORIA,Port Phillip (C),590
Charles La Trobe P-12 College,Pri/Sec,145.05865,-37.72897,Macleod West,3085,NORTH-WESTERN VICTORIA,Darebin (C),189
Victoria University Secondary College,Secondary,144.7949,-37.75552,Cairnlea,3023,SOUTH-WESTERN VICTORIA,Brimbank (C),118
Swifts Creek P-12 School,Pri/Sec,147.72403,-37.26684,Swifts Creek,3896,SOUTH-EASTERN VICTORIA,East Gippsland (S),211
Glenroy College,Secondary,144.925,-37.7047,Glenroy,3046,NORTH-WESTERN VICTORIA,Merri-bek (C),525
John Fawkner Secondary College,Secondary,144.97186,-37.70271,Fawkner,3060,NORTH-WESTERN VICTORIA,Merri-bek (C),525
William Ruthven Secondary College,Secondary,145.00277,-37.69667,Reservoir,3073,NORTH-WESTERN VICTORIA,Darebin (C),189
Wollert Secondary College,Secondary,145.02524,-37.60962,Wollert,3750,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Mernda Central P-12 College,Pri/Sec,145.08833,-37.60485,Mernda,3754,NORTH-WESTERN VICTORIA,Whittlesea (C),707
Cranbourne East Secondary College,Secondary,145.30603,-38.10494,Cranbourne East,3977,SOUTH-EASTERN VICTORIA,Casey (C),161
Featherbrook P-9 College,Pri/Sec,144.72752,-37.90164,Point Cook,3030,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Phoenix P-12 Community College,Pri/Sec,143.83351,-37.58661,Sebastopol,3356,SOUTH-WESTERN VICTORIA,Ballarat (C),57
Northern Bay P-12 College,Pri/Sec,144.35571,-38.07841,Corio,3214,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Surf Coast Secondary College,Secondary,144.32386,-38.30419,Torquay,3228,SOUTH-WESTERN VICTORIA,Surf Coast (S),649
Hopetoun P-12 College,Pri/Sec,142.36603,-35.73487,Hopetoun,3396,SOUTH-WESTERN VICTORIA,Yarriambiack (S),763
Doveton College,Pri/Sec,145.24317,-37.98945,Doveton,3177,SOUTH-EASTERN VICTORIA,Casey (C),161
Officer Secondary College,Secondary,145.41097,-38.07202,Officer,3809,SOUTH-EASTERN VICTORIA,Cardinia (S),145
Brookside P-9 College,Pri/Sec,144.73722,-37.74634,Caroline Springs,3023,SOUTH-WESTERN VICTORIA,Melton (C),465
Creekside K-9 College,Pri/Sec,144.73804,-37.73445,Caroline Springs,3023,SOUTH-WESTERN VICTORIA,Melton (C),465
Lakeview Senior College,Secondary,144.74028,-37.73102,Caroline Springs,3023,SOUTH-WESTERN VICTORIA,Melton (C),465
Springside Primary School,Primary,144.73867,-37.71118,Caroline Springs,3023,SOUTH-WESTERN VICTORIA,Melton (C),465
Melba Secondary College,Secondary,145.26202,-37.79552,Croydon,3136,NORTH-EASTERN VICTORIA,Maroondah (C),441
Boronia K-12 College,Pri/Sec,145.29327,-37.8583,Boronia,3155,NORTH-EASTERN VICTORIA,Knox (C),367
Tarneit P-9 College,Pri/Sec,144.67982,-37.83745,Tarneit,3029,SOUTH-WESTERN VICTORIA,Wyndham (C),726
Benalla P-12 College,Pri/Sec,145.96385,-36.55337,Benalla,3672,NORTH-EASTERN VICTORIA,Benalla (RC),101
Parkville College,Special,144.94736,-37.77682,Parkville,3052,SOUTH-WESTERN VICTORIA,Melbourne (C),460
Centre for Higher Education Studies,Secondary,144.99612,-37.83615,South Yarra,3141,SOUTH-EASTERN VICTORIA,Stonnington (C),635
Wesley College,Pri/Sec,144.98214,-37.84883,MELBOURNE,3004,SOUTH-WESTERN VICTORIA,Melbourne (C),460
Korowa Anglican Girls' School,Pri/Sec,145.05464,-37.86145,GLEN IRIS,3146,SOUTH-EASTERN VICTORIA,Stonnington (C),635
Ruyton Girls' School,Pri/Sec,145.03918,-37.81111,KEW,3101,NORTH-EASTERN VICTORIA,Boroondara (C),111
Caulfield Grammar School,Pri/Sec,145.00489,-37.87738,ST KILDA EAST,3183,SOUTH-EASTERN VICTORIA,Glen Eira (C),231
Highview College,Secondary,143.73642,-37.05354,MARYBOROUGH,3465,NORTH-WESTERN VICTORIA,Central Goldfields (S),167
Tarrington Lutheran School,Primary,142.09426,-37.76623,TARRINGTON,3301,SOUTH-WESTERN VICTORIA,Southern Grampians (S),626
Methodist Ladies' College,Pri/Sec,145.03849,-37.81395,KEW,3101,NORTH-EASTERN VICTORIA,Boroondara (C),111
Ballarat Clarendon College,Pri/Sec,143.83365,-37.55965,BALLARAT,3350,SOUTH-WESTERN VICTORIA,Ballarat (C),57
Christ Church Grammar School,Primary,144.98574,-37.83895,SOUTH YARRA,3141,SOUTH-WESTERN VICTORIA,Melbourne (C),460
Fintona Girls' School,Pri/Sec,145.08033,-37.81516,BALWYN,3103,NORTH-EASTERN VICTORIA,Boroondara (C),111
Lauriston Girls' School,Pri/Sec,145.02509,-37.85232,ARMADALE,3143,SOUTH-EASTERN VICTORIA,Stonnington (C),635
Geelong Grammar School,Pri/Sec,144.39907,-38.06882,CORIO,3214,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Trinity Grammar School Kew,Pri/Sec,145.0355,-37.8102,KEW,3101,NORTH-EASTERN VICTORIA,Boroondara (C),111
Melbourne Girls Grammar,Pri/Sec,144.9848,-37.83169,SOUTH YARRA,3141,SOUTH-WESTERN VICTORIA,Melbourne (C),460
The Geelong College,Pri/Sec,144.34009,-38.15242,NEWTOWN,3220,SOUTH-WESTERN VICTORIA,Greater Geelong (C),275
Bayview College,Secondary,141.60595,-38.34523,PORTLAND,3305,SOUTH-WESTERN VICTORIA,Glenelg (S),241
Presbyterian Ladies' College,Pri/Sec,145.107,-37.84856,BURWOOD,3125,NORTH-EASTERN VICTORIA,Whitehorse (C),698
St Michael's Grammar School,Pri/Sec,144.99155,-37.85955,ST KILDA,3182,SOUTH-EASTERN VICTORIA,Port Phillip (C),590
Firbank Grammar School,Pri/Sec,144.99694,-37.90612,BRIGHTON,3186,SOUTH-EASTERN VICTORIA,Bayside (C),91
Ballarat Grammar,Pri/Sec,143.83083,-37.53924,WENDOUREE,3355,SOUTH-WESTERN VICTORIA,Ballarat (C),57
The Hamilton and Alexandra College,Pri/Sec,142.02421,-37.7372,HAMILTON,3300,SOUTH-WESTERN VICTORIA,Southern Grampians (S),626
Ivanhoe Grammar School,Pri/Sec,145.04448,-37.77252,IVANHOE,3079,NORTH-WESTERN VICTORIA,Banyule (C),66
Scotch College,Pri/Sec,145.03229,-37.83392,HAWTHORN,3122,NORTH-EASTERN VICTORIA,Boroondara (C),111
St Leonard's College,Pri/Sec,145.00755,-37.92863,BRIGHTON EAST,3187,SOUTH-EASTERN VICTORIA,Bayside (C),91
Tintern Grammar,Pri/Sec,145.25669,-37.81552,RINGWOOD EAST,3135,NORTH-EASTERN VICTORIA,Maroondah (C),441
Toorak College,Pri/Sec,145.09346,-38.17226,MT ELIZA,3930,SOUTH-EASTERN VICTORIA,Mornington Peninsula (S),534
St Catherine's School,Pri/Sec,145.02127,-37.8383,TOORAK,3142,SOUTH-EASTERN VICTORIA,Stonnington (C),635
Lowther Hall Anglican Grammar School,Pri/Sec,144.91497,-37.75991,ESSENDON,3040,SOUTH-WESTERN VICTORIA,Moonee Valley (C),506
Penleigh & Essendon Grammar School,Pri/Sec,144.87034,-37.73215,KEILOR EAST,3033,SOUTH-WESTERN VICTORIA,Moonee Valley (C),506
Shelford Girls' Grammar,Pri/Sec,145.01132,-37.87791,CAULFIELD,3161,SOUTH-EASTERN VICTORIA,Glen Eira (C),231
Mentone Grammar School,Pri/Sec,145.06812,-37.98769,MENTONE,3194,SOUTH-EASTERN VICTORIA,Kingston (C),343
Ivanhoe Girls' Grammar School,Pri/Sec,145.04672,-37.76527,IVANHOE,3079,NORTH-WESTERN VICTORIA,Banyule (C),66
Carey Baptist Grammar School,Pri/Sec,145.04782,-37.81478,KEW,3101,NORTH-EASTERN VICTORIA,Boroondara (C),111
Kilvington Grammar School,Pri/Sec,145.04122,-37.89952,ORMOND,3204,SOUTH-EASTERN VICTORIA,Glen Eira (C),231
Haileybury College,Pri/Sec,145.14643,-37.99598,KEYSBOROUGH,3173,SOUTH-EASTERN VICTORIA,Greater Dandenong (C),267
Strathcona Baptist Girls' Grammar,Pri/Sec,145.08037,-37.82918,CANTERBURY,3126,NORTH-EASTERN VICTORIA,Boroondara (C),111
Mentone Girls' Grammar School,Pri/Sec,145.06346,-37.98938,MENTONE,3194,SOUTH-EASTERN VICTORIA,Kingston (C),343
Gippsland Grammar,Pri/Sec,147.06463,-38.09365,SALE,3850,SOUTH-EASTERN VICTORIA,Wellington (S),681
Camberwell Grammar School,Pri/Sec,145.06641,-37.81609,CANTERBURY,3126,NORTH-EASTERN VICTORIA,Boroondara (C),111
Brighton Grammar School,Pri/Sec,144.99352,-37.91111,BRIGHTON,3186,SOUTH-EASTERN VICTORIA,Bayside (C),91
Huntingtower School,Pri/Sec,145.13629,-37.87674,MT WAVERLEY,3149,NORTH-EASTERN VICTORIA,Monash (C),497
Kingswood College,Pri/Sec,145.11863,-37.83278,BOX HILL,3128,NORTH-EASTERN VICTORIA,Whitehorse (C),698
St Margarets Berwick Grammar,Pri/Sec,145.34654,-38.03535,BERWICK,3806,SOUTH-EASTERN VICTORIA,Casey (C),161
Camberwell Girls Grammar School,Pri/Sec,145.0597,-37.81821,CANTERBURY,3126,NORTH-EASTERN VICTORIA,Boroondara (C),111
"Preshil, The Margaret Lyttle Memorial School",Pri/Sec,145.05221,-37.81593,KEW,3101,NORTH-EASTERN VICTORIA,Boroondara (C),111
Mount Scopus Memorial College,Pri/Sec,145.11777,-37.84722,BURWOOD,3125,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Henderson College,Pri/Sec,142.15926,-34.22261,IRYMPLE,3498,NORTH-WESTERN VICTORIA,Mildura (RC),478
Nunawading Christian College-Primary,Primary,145.17005,-37.82192,NUNAWADING,3131,NORTH-EASTERN VICTORIA,Whitehorse (C),698
Heritage College,Pri/Sec,145.31652,-38.05022,NARRE WARREN SOUTH,3805,SOUTH-EASTERN VICTORIA,Casey (C),161
Adass Israel School,Pri/Sec,145.0082,-37.8839,ELSTERNWICK,3185,SOUTH-EASTERN VICTORIA,Glen Eira (C),231
Yeshivah College,Pri/Sec,145.00034,-37.86812,ST KILDA EAST,3183,SOUTH-EASTERN VICTORIA,Glen Eira (C),231
