,Suburb,House_price,Num_sales_houses,house_2bed_Rent_today,house_2bed_hous_avg,house_2bed_2025_avg,house_2bed_2026_avg,house_2bed_2027_avg,house_2bed_2028_avg,house_2bed_2029_avg,house_2bed_2030_avg,house_2bed_avg_future_rent,house_2bed_Price_change (%),house_3bed_Rent_today,house_3bed_hous_avg,house_3bed_2025_avg,house_3bed_2026_avg,house_3bed_2027_avg,house_3bed_2028_avg,house_3bed_2029_avg,house_3bed_2030_avg,house_3bed_avg_future_rent,house_3bed_Price_change (%),house_4bed_Rent_today,house_4bed_hous_avg,house_4bed_2025_avg,house_4bed_2026_avg,house_4bed_2027_avg,house_4bed_2028_avg,house_4bed_2029_avg,house_4bed_2030_avg,house_4bed_avg_future_rent,house_4bed_Price_change (%),House_ALL_avg_price_change(%),House_ALL_future_rent,House_Annual ROI (%),House_5yr ROI (%),apartment_price,Num_sales_units,unit_1bed_Rent_today,unit_1bed_unit_avg,unit_1bed_2025_avg,unit_1bed_2026_avg,unit_1bed_2027_avg,unit_1bed_2028_avg,unit_1bed_2029_avg,unit_1bed_2030_avg,unit_1bed_avg_future_rent,unit_1bed_Price_change (%),unit_2bed_Rent_today,unit_2bed_unit_avg,unit_2bed_2025_avg,unit_2bed_2026_avg,unit_2bed_2027_avg,unit_2bed_2028_avg,unit_2bed_2029_avg,unit_2bed_2030_avg,unit_2bed_avg_future_rent,unit_2bed_Price_change (%),unit_3bed_Rent_today,unit_3bed_unit_avg,unit_3bed_2025_avg,unit_3bed_2026_avg,unit_3bed_2027_avg,unit_3bed_2028_avg,unit_3bed_2029_avg,unit_3bed_2030_avg,unit_3bed_avg_future_rent,unit_3bed_Price_change (%),apartment_ALL_avg_price_change(%),apartment_ALL_future_rent,apartment_Annual ROI (%),apartment_5yr ROI (%),max_annual_roi
10,HAMILTON,415000,38,324.32377009666965,324.32377009666965,323.17030983099517,332.8730209834573,341.9439657009336,351.1260929961961,360.3082202914586,366.0470498509976,342.82748996438687,5.3973851016554715,387.3567139638547,387.3567139638547,394.2131031019551,404.64173444771654,416.199912505381,426.9927259367662,437.62992643398223,444.26009218969136,415.89917265419245,6.862831322357533,454.3982853343934,454.3982853343934,460.9957133359835,472.10098370180947,484.7837255153123,498.359896128934,511.6530934401907,520.030500247238,486.0460282434087,6.511264586070508,6.257160336694504,414.9242302873293,5.199050596371356,25.99525298185678,364500.0,2.0,250.02346458043,250.02346458043,253.75702552010006,257.55867662045887,264.5564381930522,271.6969014867287,278.86528478017885,283.342078216043,265.6856956281417,5.895022316004854,302.38149035045586,302.38149035045586,305.08194653094904,310.8641746894783,319.1208078215892,327.3774409537001,335.634074085811,340.7944697933803,320.1792006036234,5.55867158754039,,,,,,,,,,,,,,,5.199050596371356
11,CORIO,480000,81,380.2499462356986,380.2499462356986,388.1248655892466,403.87470429634254,424.8744892391371,445.8742741819317,466.8740591247263,479.9989247139729,427.12446619729366,10.974440396477592,405.2845028371263,405.2845028371263,411.18501912038096,423.5745322311727,440.0619179939718,456.54820400212236,473.0344830397701,483.33840741078535,441.86100951933287,8.277830787105515,492.1431735282786,492.1431735282786,500.76772760063335,513.1070078250946,525.1316887784149,539.3929607693125,552.9797647853779,561.5999616888829,526.4460407108564,6.515932219047348,8.589401134210151,465.143838809161,5.039058253765911,25.195291268829557,377500.0,2.0,302.2,302.2,305.5,312.09999999999997,320.8999999999999,329.6999999999999,338.49999999999983,343.9999999999998,321.84285714285704,6.103244706822292,373.76399552590937,373.76399552590937,377.1898386809732,384.6073923050052,394.4689134408064,404.329764938058,414.19061429951773,420.3536451461805,395.55773776235003,5.509623540605412,430.7985445055263,430.7985445055263,436.01079275020754,446.7643162735101,458.530495078591,470.29667388367193,482.06285268875286,489.4167144419284,459.12576994602694,6.169818227330317,5.927562158252674,392.1754549504114,5.402151962230832,27.01075981115416,5.402151962230832
12,ECHUCA,579000,70,402.1927896445192,402.1927896445192,405.05129057953457,417.3208327662347,427.62517780697874,438.6604603318467,448.90895384495275,455.4555067121913,427.8878588123226,6.005094241076272,508.526810810125,508.526810810125,521.4690047515778,547.8853146764116,584.1202460846251,621.5709993029609,660.2375743314188,684.9741001976998,589.8262928792599,13.783631392942535,606.6884980486783,606.6884980486783,614.1846508087801,626.9678106548114,643.2177110327079,659.6227918174144,675.9936404548461,686.2300636167533,644.7007380619988,5.89610617285581,8.56161060229154,554.138296584527,4.976716998686599,24.883584993432994,400000.0,10.0,275.86325920698965,275.86325920698965,275.5928643525169,283.50077243541693,290.7140822420884,298.1700785277442,305.5501001771479,310.1728037150871,291.3662800938559,5.320801323293949,406.1126591350748,406.1126591350748,415.3968527294139,434.36845703913593,460.4319620636109,487.4171062219006,515.3238895140049,533.1976474155456,464.6069391598124,12.590057335458157,481.8679356361762,481.8679356361762,482.3427790315876,492.514158076043,504.82843878412103,517.1427194921991,529.4570002002772,537.1534256428259,506.4723509804614,4.857997736037201,7.5896187982631025,420.81519007804326,5.470597471014562,27.352987355072813,5.470597471014562
13,WODONGA,615000,108,433.3430507611482,433.3430507611482,444.257287319591,467.1628674738057,504.83962561463693,539.6119731804167,579.0234499948372,602.2201369815805,510.06548447514524,15.041683087602763,487.4753132634449,487.4753132634449,499.53797900371234,523.6633104842473,555.8304191249605,587.9975277656737,620.1646364063869,640.2690793068326,559.2768950507511,12.838288587049654,589.2680219545899,589.2680219545899,603.1700548864746,630.9741207502441,668.0462085686033,705.1182963869626,742.1903842053218,765.3604390917964,672.0182179777132,12.313683440330129,13.397885038327516,580.4535325012032,4.907899787002043,24.539498935010215,360000.0,22.0,271.85,271.85,274.62500000000006,280.1750000000001,287.5750000000002,294.9750000000003,302.37500000000045,307.00000000000045,288.3678571428574,5.728050728855834,365.4025656891917,365.4025656891917,373.5064142229793,389.71411129055434,411.32437404732116,432.9346368040881,454.54489956085484,468.0513137838341,413.6397593426891,11.66164338992718,450.5364812911354,450.5364812911354,453.48914857110344,470.2218171663442,488.71160735220997,505.3692883356348,521.2645430366387,530.7610459515884,488.6219902435222,7.794472969463683,8.3947223627489,396.8765355763562,5.732661069436257,28.663305347181286,5.732661069436257
14,TRARALGON,535000,136,392.64721307859634,392.64721307859634,396.1529478854095,403.21310681633497,414.2717264893527,425.0357074803502,435.8545012616536,442.6092041232322,415.6834867335614,5.541782243019553,449.1913337218383,449.1913337218383,457.70721310052636,474.7389718579024,497.4479835344038,520.1569952109053,542.8660068874068,557.0591391852204,499.8810919283148,10.14036318335994,558.72,558.72,564.3000000000001,575.4600000000002,590.3400000000003,605.2200000000004,620.1000000000005,629.4000000000005,591.9342857142858,5.611144094180349,7.097763173519947,502.49962145872064,4.884108470252986,24.42054235126493,360000.0,19.0,288.787902633254,288.787902633254,294.4697565831351,305.8334644828974,320.98507501591365,336.13668554892996,351.28829608194627,360.7580526650815,322.60846185873686,10.483469351864711,366.6908771484405,366.6908771484405,373.7246331154447,390.77643738458545,411.1440852436166,431.9428077486691,452.6431834422212,465.5970647766389,413.2170126942309,11.259491772236988,449.8579117931548,449.8579117931548,452.2833535905545,461.4598747472272,473.9910608138814,485.94770632312174,498.05594861622177,505.5910913011074,475.312421026467,5.35532170153298,9.032760941878225,403.7126318598116,5.8314046824195005,29.1570234120975,5.8314046824195005
15,CRANBOURNE,660000,109,481.0096862056273,481.0096862056273,484.562349619461,504.06542703497604,513.6141376964656,529.5006338440603,541.4059216825158,550.0139131006806,514.8817241691123,6.578605604645579,564.2641852159961,564.2641852159961,587.362317140188,631.0401675286157,689.0907235316364,747.463342307508,805.8359610833796,842.3188478182994,695.3393635179461,18.85053330488848,610.6757480155293,610.6757480155293,623.7105448658866,638.5148681093794,640.1128769049614,631.9707934555449,629.7524510814129,635.2702796996973,630.0010803046304,3.0675078016940103,9.498882237076023,613.407389330563,4.8329067038165565,24.16453351908278,492100.0,24.0,,,,,,,,,,,456.1549075496663,456.1549075496663,465.3872688741658,496.0615872137223,531.0637703790542,566.5053565489392,601.8412664815443,623.9407028717081,534.4221228455428,14.645204970022755,544.5814481870354,544.5814481870354,565.1352894587826,606.242972002277,661.053215393603,715.8634587849289,770.6737021762548,804.9301042958335,666.9257414712449,18.34451509013833,,,,,4.8329067038165565
16,SWAN HILL,545000,35,369.6431259288993,369.6431259288993,373.3473563400338,380.7558171623028,390.633764925328,400.5117126883533,410.3896604513787,,387.54690624938263,4.619771189442147,447.47996559283433,447.47996559283433,466.9577045570985,496.0200880777209,538.937288113154,582.9199970004347,628.5859553410731,657.0215148141998,545.4175019280736,17.95643447249603,554.7996360955997,554.7996360955997,557.3943395327408,559.5455077037299,577.3170616646454,591.0600343368549,606.0397145113569,615.1296280696107,580.1837031306483,4.375177533956429,8.983794398631536,504.38270376936816,4.812458824955439,24.062294124777196,299000.0,8.0,222.412654364818,222.412654364818,227.67908092465478,238.86227253387102,254.30729981611984,270.30128446929086,286.84422649338427,297.4408890260625,256.8353868040287,13.402643953216634,355.3785034353335,355.3785034353335,363.44625858833365,379.5817688943339,401.09578263566755,422.6097963770012,444.12381011833486,457.5700687066684,403.4008555365247,11.904375373056975,449.0731512187873,449.0731512187873,451.564054222976,456.9176372996461,468.6092230243479,480.30080874904957,491.99239447375135,,466.40954483142633,3.716989458031974,9.67466959476853,375.54859572399323,6.531279925634665,32.656399628173325,6.531279925634665
17,MELTON,490000,53,377.2710594738572,377.2710594738572,381.0027226935551,388.53531798871217,398.2161606006057,407.8697941431954,417.52342768578507,,395.0697470976184,4.50520136115695,427.9272526137347,427.9272526137347,433.3140096506131,443.07158467963734,455.04094729586006,466.4556330232799,477.6589577200883,484.6175380976329,455.44084615440664,6.041090467178714,472.5122246214652,472.5122246214652,474.9448174811737,483.57764478248555,495.6474685741459,507.7172923658062,519.7871161574666,527.3307560272543,497.3596171442568,4.995860473244803,5.180717433860156,449.29007013209394,4.767976254463038,23.83988127231519,378000.0,17.0,365.7966588745852,365.7966588745852,368.37741802214623,382.1287783654475,384.7711613490273,393.16544242407844,400.32254927123984,404.2358071345339,385.54254506300833,5.1215842301388825,352.2,352.2,355.5,362.09999999999997,370.89999999999986,379.6999999999999,388.4999999999998,393.9999999999998,371.8428571428571,5.282569441776472,402.55,402.55,406.375,414.0250000000001,424.22500000000014,434.4250000000001,444.6250000000002,451.0000000000002,425.3178571428572,5.353139248797124,5.252430973570826,394.2344197829075,5.423330642516188,27.11665321258094,5.423330642516188
18,PAKENHAM,670000,247,452.9243537470016,452.9243537470016,455.09761801087393,464.49344619302593,477.13154280681874,489.79771601712764,502.468101674543,510.3874689763578,478.9000353465355,5.424030002574071,532.4562022627082,532.4562022627082,550.1620307386142,585.8669130108345,633.4572631346396,681.047000336685,728.6367329290722,758.3803157777367,638.5723511700415,16.617717430593284,602.5254870231852,602.5254870231852,621.313717557963,658.8901786275185,708.9921267202592,759.0940748129999,809.1960229057406,840.5097404637036,714.3601925873385,15.655226414436616,12.565657949201324,610.6108597013052,4.739069358875802,23.69534679437901,490000.0,47.0,472.8185495374016,472.8185495374016,,,,,,,472.8185495374016,0.0,447.7205299597503,447.7205299597503,461.455236515062,489.2239277570839,526.231662320195,563.2382458340942,600.2448066775821,623.3739069282308,530.2126165702855,15.55830322260918,498.482801180507,498.482801180507,515.3933417666193,547.1212624990354,589.4251711838025,631.7290963508278,674.033037162993,701.2794764665528,593.9234552300483,16.069520947370837,10.542608056660006,532.3182071125784,5.649091177521241,28.245455887606205,5.649091177521241
19,BENDIGO,597500,34,453.1071990833288,453.1071990833288,460.72958816176117,477.6611588706701,498.423476484919,514.6262314982848,529.9276518891356,539.1294687931179,496.2292535401739,8.68994605803787,475.14729305829474,475.14729305829474,485.50875185217194,506.71873477258197,534.2895455072236,561.8358409388218,589.3815148282818,606.5975610091942,537.0684631380815,11.52947423462224,549.6931683678245,549.6931683678245,545.1685442969947,547.8284739013034,555.3596163636348,570.2210160386329,584.6979710510903,593.7460679338762,563.816408279051,2.504935951462494,7.574785414707534,532.3713749857687,4.633190209081167,23.165951045405837,536000.0,6.0,317.67385586021226,317.67385586021226,317.3720653446096,323.16589228225916,339.35501713708425,351.87660572327377,365.95721661469355,374.2761889411657,341.38240598618546,6.9448658484563515,408.08316264830967,408.08316264830967,421.4628476278199,429.5752205337388,445.7005203929158,460.0353652028344,473.8157915859563,482.26912465242657,445.8488618062859,8.470515996154957,484.8184954242332,484.8184954242332,485.94101291957475,496.18976007722426,509.0355967984117,522.0010007900632,533.4384687814664,,505.2373891318289,4.0414454960830035,6.48560911356477,430.82288564143346,4.179625009954205,20.898125049771025,4.633190209081167
20,WARRAGUL,620000,102,415.1607635250666,415.1607635250666,427.32015621651277,447.717321673848,472.859849757671,498.30858214634657,523.7836425927344,539.7053804748084,474.9793851981411,12.5939406082057,477.4382926160592,477.4382926160592,487.6750190845577,507.16895331890953,533.4285579517202,559.6961788458855,585.9638829338791,602.3811985255138,536.2502976109321,10.967267572043944,587.3890815775809,587.3890815775809,599.0620819550913,613.91989317251,631.0485907693467,647.7185433727894,664.3510846621529,674.7446106595406,631.1762694527159,6.937394511536736,10.166200897262128,547.4686507539296,4.591672554710378,22.95836277355189,445000.0,10.0,,,,,,,,,,,393.0288267007019,393.0288267007019,401.10556959253324,419.41075003607983,443.8176572941419,468.2245645522041,492.63147181026613,507.885788846555,446.5863755474974,11.992651764428782,483.2121914007641,483.2121914007641,488.5478252290666,499.21909288567156,508.1118159328424,,,,494.7727313620862,2.336535388580625,,,,,4.591672554710378
21,DANDENONG,725500,50,502.6363728642358,502.6363728642358,507.71953345057295,518.3895622013522,532.6852489592966,546.9829515774572,561.2806637575959,570.216733898451,534.2730095298517,5.921436438171462,548.5790270272365,548.5790270272365,547.4967598830783,554.0805265044414,567.532596277933,582.0002630066389,596.586969475584,605.7119032527937,571.7125779182436,4.046360318893532,734.518707726538,734.518707726538,738.7638515119459,756.9953621993116,778.8572841622336,800.9367038222367,823.0500840455041,836.8783461877791,781.4286199507926,6.0030962555746425,5.323631004213212,629.1380691329626,4.509328682965411,22.546643414827056,400000.0,118.0,365.4933820890138,365.4933820890138,370.6219062269306,378.5558504244066,389.13444268770786,399.71303495100915,410.29162721431044,416.90324737887374,390.1019272817503,6.308234712965942,450.5524036124409,450.5524036124409,465.0889741896739,490.46474039932434,518.9550464568947,542.951911091175,563.9759440678391,576.1272777724994,515.4451853699782,12.589657173916228,603.4886388501214,603.4886388501214,612.1659294914368,635.4142447077388,660.5798651373027,681.8701055096449,701.3494613442156,712.9338748468879,658.2574456981927,8.320271529930011,9.072721138937395,521.2681861166403,6.776486419516324,33.88243209758162,6.776486419516324
22,FRANKSTON,750000,146,477.8150085355036,477.8150085355036,484.32846824311025,495.4519358097884,509.18029334729897,522.6868230751982,536.1570531078312,544.5726327082026,510.0274592609905,6.315826754144076,569.543375318355,569.543375318355,583.9799583884962,612.827323707885,651.2916236595976,689.7559400719362,728.220256505444,752.2604542764035,655.411275989731,13.101376771662604,678.4222382720607,678.4222382720607,694.0555956801517,725.3223104963336,767.0112635845762,808.7002166728189,850.3891697610616,876.4447654412133,771.4779371297452,12.062003899151645,10.493069141652775,645.6388907934889,4.476429642834857,22.382148214174286,558000.0,110.0,342.12818278121404,342.12818278121404,346.39949586089915,355.6308675276195,366.44825768807607,376.9177247004409,387.129767743871,393.4425308478233,366.87097530713487,6.74427637814815,456.2109221714169,456.2109221714169,465.5273054285421,484.1600719427926,509.00376062846,533.8474493141274,558.6911379997949,574.2184434283372,511.66558441621015,10.838067662507497,557.956127965075,557.956127965075,569.8903199126875,593.7587038079124,625.5832156682123,657.4077275285123,689.2322393888121,709.1225593014997,628.9929847961015,11.293743896691359,9.625362645782337,502.50984817314884,4.682887474015008,23.41443737007504,4.682887474015008
