,Suburb,House_price,Num_sales_houses,house_2bed_Rent_today,house_2bed_hous_avg,house_2bed_2025_avg,house_2bed_2026_avg,house_2bed_2027_avg,house_2bed_2028_avg,house_2bed_2029_avg,house_2bed_2030_avg,house_2bed_avg_future_rent,house_2bed_Price_change (%),house_3bed_Rent_today,house_3bed_hous_avg,house_3bed_2025_avg,house_3bed_2026_avg,house_3bed_2027_avg,house_3bed_2028_avg,house_3bed_2029_avg,house_3bed_2030_avg,house_3bed_avg_future_rent,house_3bed_Price_change (%),house_4bed_Rent_today,house_4bed_hous_avg,house_4bed_2025_avg,house_4bed_2026_avg,house_4bed_2027_avg,house_4bed_2028_avg,house_4bed_2029_avg,house_4bed_2030_avg,house_4bed_avg_future_rent,house_4bed_Price_change (%),House_ALL_avg_price_change(%),House_ALL_future_rent,House_Annual ROI (%),House_5yr ROI (%),apartment_price,Num_sales_units,unit_1bed_Rent_today,unit_1bed_unit_avg,unit_1bed_2025_avg,unit_1bed_2026_avg,unit_1bed_2027_avg,unit_1bed_2028_avg,unit_1bed_2029_avg,unit_1bed_2030_avg,unit_1bed_avg_future_rent,unit_1bed_Price_change (%),unit_2bed_Rent_today,unit_2bed_unit_avg,unit_2bed_2025_avg,unit_2bed_2026_avg,unit_2bed_2027_avg,unit_2bed_2028_avg,unit_2bed_2029_avg,unit_2bed_2030_avg,unit_2bed_avg_future_rent,unit_2bed_Price_change (%),unit_3bed_Rent_today,unit_3bed_unit_avg,unit_3bed_2025_avg,unit_3bed_2026_avg,unit_3bed_2027_avg,unit_3bed_2028_avg,unit_3bed_2029_avg,unit_3bed_2030_avg,unit_3bed_avg_future_rent,unit_3bed_Price_change (%),apartment_ALL_avg_price_change(%),apartment_ALL_future_rent,apartment_Annual ROI (%),apartment_5yr ROI (%),max_annual_roi
23,NOBLE PARK,777500,40,474.7455277874923,474.7455277874923,477.08523983976,491.9519774964883,504.76558563525447,518.1970462184192,531.4830258272433,539.8055350516978,505.4334196937651,6.0715992869775315,568.2950891331774,568.2950891331774,584.2458739966448,609.8527964283126,638.7172350183396,663.2529281509704,685.0975319080359,697.886580469749,635.3354335864614,10.55196057220388,668.0852130996019,668.0852130996019,698.6233182102754,758.6307671447497,838.9734228494158,919.2245637382346,999.4776870013461,1049.6393814681155,847.5220505016771,21.171937331407534,12.59849906352965,662.7636345939678,4.432631382493419,22.163156912467095,531300.0,84.0,350.4224033047244,350.4224033047244,351.1171278617935,357.0364761704232,366.453365118795,376.0412064373521,385.6366679835038,391.6340387363294,368.33446937327443,4.862989363723578,487.08129904246647,487.08129904246647,491.9898924409679,500.85706102864776,513.705880727334,526.8581233672684,540.1101027959592,548.4124156808591,515.5735392976433,5.526319347961742,571.0084196313375,571.0084196313375,592.1928186094517,622.6349658242414,653.2102853007244,679.9422896863414,703.1541853532617,716.7619662254012,648.4149900901084,11.93781322791658,7.442373979867301,510.77433292034203,4.999108848458081,24.995544242290407,4.999108848458081
24,FERNTREE GULLY,902000,58,513.3940386827271,513.3940386827271,527.1490987980917,529.992477517609,538.1831473691404,552.6721602440102,564.4137659330731,,537.6341147574419,4.508656614108448,601.8166536460432,601.8166536460432,618.3390897088523,647.8611164922212,681.9664441854263,711.462994778146,737.7568058600867,753.0800434428911,678.8975925876667,11.35383889753152,731.6724479027395,731.6724479027395,759.407139915552,841.1080564723552,964.2704054952675,1087.2048708918917,1210.0450416505828,1286.7992707105204,982.9296047198442,25.562070326360587,13.808188612666852,733.1537706883176,4.226607103746399,21.133035518731994,688000.0,29.0,,,,,,,,,,,507.0579009515176,507.0579009515176,516.3702364103934,531.3181133969235,547.8896079064577,562.996561990522,577.6649377218587,586.7600786822072,547.1510624371257,7.327621974638,575.8885569299047,575.8885569299047,573.7834841252817,575.4559582749675,595.0655163986814,610.8509962479109,624.7214159181661,635.6009247814965,598.766693239487,3.8208765731115686,,,,,4.226607103746399
25,SUNBURY,677500,208,437.82,437.82,442.04999999999995,450.51,461.78999999999996,473.0699999999999,484.3499999999999,491.3999999999999,462.9985714285714,5.438153156905752,487.12827942144577,487.12827942144577,496.26984186710155,514.3125295261048,534.8288913749889,552.2074380303719,567.9257999106612,577.2377336234722,532.8443591077352,8.579630975702251,589.2236640782411,589.2236640782411,602.2988889671763,626.1917211188402,654.6165882918328,679.9592450445639,703.098484071853,716.7781192442795,653.1666729738266,9.789692515151922,7.935825549253309,549.6698678367111,4.218868358303908,21.09434179151954,506000.0,25.0,,,,,,,,,,,425.6481528795698,425.6481528795698,431.1187503834492,441.8414362408539,454.79848987632556,466.8783224052861,478.51135815594745,485.66305381731786,454.92279482267855,6.435079155468462,480.6256588944346,480.6256588944346,489.2272771083992,502.68457865110963,522.1993558435119,540.0961346115812,556.8021677640738,566.8101826763956,522.6350507927865,8.03799741992577,,,,,4.218868358303908
26,SOUTH YARRA,1590000,23,784.6012384298404,784.6012384298404,791.8842360075137,805.3767900490134,824.5539727768792,843.6693252383308,862.7739866772295,874.7127593777411,826.7960440795068,5.103411651738493,1093.6116631240034,1093.6116631240034,1107.4504302267583,1134.4633839867242,1161.268992642866,1189.8014187484482,1217.7945880287323,1235.3855982093312,1162.8251535666948,5.952183802560099,1833.627476988553,1833.627476988553,1852.3288364968782,1889.5492082521919,1926.7726807060249,,,,1875.5695506109118,2.236231314839663,4.430608923046084,1288.3969160857043,4.213625134368342,21.06812567184171,575000.0,191.0,500.1036390151452,500.1036390151452,504.9355057365651,508.4288588913088,517.0111442778248,530.7213192824354,545.3812724991081,553.7026993152625,522.8977770025214,4.3591958103249455,707.3379361523314,707.3379361523314,717.4625856560274,733.6729336871272,752.5916052270745,770.7107739188909,788.6866182333893,799.90670608858,752.9098798519173,6.052775361182533,1068.247789572707,1068.247789572707,1108.6215720789528,1108.6716240049154,1154.5526739986194,1182.333774625099,1214.6290874470524,1232.219718742234,1152.7537486385115,7.330790219993852,5.91425379716711,809.5204684976501,7.320880758587444,36.60440379293722,7.320880758587444
27,LARA,655000,34,435.6989247311827,435.6989247311827,440.1344086021504,449.00537634408585,460.8333333333331,471.1827956989244,,,451.37096774193526,3.4720981478172623,492.22559004215736,492.22559004215736,497.14723316670654,506.726408036068,519.5083217834724,532.2903121127786,545.0723024736975,553.0610464492801,520.8616020091657,5.49781589899277,582.931494132875,582.931494132875,588.2039340636908,599.2594469257139,613.9753416165289,628.690742205785,643.4061416253109,652.6032662607862,615.581480975813,5.303926101087643,4.757946715965892,529.2713502423047,4.201848887419823,21.009244437099113,422500.0,8.0,,,,,,,,,,,410.2153697218183,410.2153697218183,419.23671189571263,433.6560162578959,452.4255269183498,471.90302115790354,491.3365142382149,503.48244741340943,454.6079439433292,9.76502386571687,487.5260296791343,487.5260296791343,492.5707474891972,502.66009345017744,516.1125480423893,529.5650025601591,,,505.68688424421146,3.5913240249883036,,,,,4.201848887419823
28,CRAIGIEBURN,679000,194,480.3614457831327,480.3614457831327,484.9156626506026,494.0240963855424,506.1686746987955,,,,491.3674698795183,2.2398764206112878,510.63464881498527,510.63464881498527,520.8634514510517,538.1449626788487,557.3231794159466,573.911321537385,589.1923887950852,598.3986054020716,555.4955082993391,8.075827583502212,564.4594208212178,564.4594208212178,570.7933791123519,582.715162263183,597.9013314479297,612.7454259426589,627.4745120466908,636.6590296793925,598.9640373304893,5.760715895908279,5.358806633340593,548.6090051697823,4.201423898207464,21.007119491037322,453500.0,60.0,279.4081390245366,279.4081390245366,279.4001865379089,,,,,,279.40416278122274,-0.0014231152729664053,461.7085001212725,461.7085001212725,466.5075126034569,475.93475795054457,488.3227636848787,500.66319262937327,508.3717053909401,,483.5847387300776,4.52376530042148,485.7467239201301,485.7467239201301,493.45415894687653,506.7255490825331,522.0520648469376,535.9812660538958,549.306967014003,557.496757901443,521.5376411094027,6.862576038258521,3.794972741135678,428.17551420690097,4.909620008546605,24.548100042733022,4.909620008546605
29,NORTH GEELONG,650000,17,445.9504736542054,445.9504736542054,447.80914494594174,452.1377428226933,459.7546163962263,468.5541547731194,478.216381961952,484.2918410457351,462.3877650856962,3.5548716191580896,483.3,483.3,488.25,498.1500000000001,511.35000000000014,524.55,537.7499999999998,545.9999999999997,512.7642857142857,5.7461657403151,563.3481990917513,563.3481990917513,564.3226443660334,579.7317201744863,595.339767641412,610.9478151083376,626.5558625752633,636.3108922420919,596.6509858856251,5.581619335538609,4.960885565003934,523.934345561869,4.191474764494952,20.95737382247476,485000.0,3.0,328.4872932488028,328.4872932488028,336.71823312200684,353.18011286841494,375.12928586362574,397.07845885883654,419.02763185404734,432.74586497605407,377.48098297025547,12.979114692332258,423.5566130089825,423.5566130089825,424.48948827199484,434.46954954996977,446.20099946471174,457.8453334183035,469.50884178769036,476.7949714875403,447.5522567127419,5.361528926254714,517.7347292403791,517.7347292403791,523.3649360630994,534.5808985166886,549.5374081727684,564.4939414356381,573.8417747394616,,543.9256146946725,4.815159416420458,7.7186010116691435,456.31961812589,4.89249899846315,24.46249499231575,4.89249899846315
30,BORONIA,856000,62,502.49,502.49,507.725,518.195,532.1550000000001,546.1150000000001,560.0750000000002,568.8000000000002,533.6507142857143,5.839159107548954,599.6560387315952,599.6560387315952,630.1128176117807,693.6867093013599,781.6540878066869,870.9632401963628,960.5128396679427,1016.4925533718384,793.2968980982239,24.40963274038323,656.1157839829249,656.1157839829249,664.749356890889,680.7128122081699,700.5024525506229,719.3655832294926,737.803658202177,749.2243887026457,701.2105765381317,6.43099149728164,12.22659444840461,676.0527296406899,4.106862376321948,20.534311881609742,647500.0,56.0,409.8046450254682,409.8046450254682,394.8363621245171,390.2091610008057,417.7762939374913,428.719302631094,435.0239951002528,444.2303412804729,417.2285858714431,1.779346165955752,497.069661985036,497.069661985036,507.0526045631545,519.5978465112853,534.3090700978345,548.4267613364258,562.439300104557,571.1873648551536,534.2975156362066,6.967626193590311,592.6705400037717,592.6705400037717,606.1496766806113,623.9888965344264,642.5356530157555,660.0636745649332,677.2397364507533,687.7941135610996,641.491755830193,7.610575721778187,5.452516027108083,531.0059524459476,4.26444934782846,21.3222467391423,4.26444934782846
31,WEST FOOTSCRAY,847500,24,500.6859564454657,500.6859564454657,502.8880696862621,510.11644435050005,518.7199209703576,528.4202214058404,539.218482067576,547.0779614353778,521.0181509087686,3.902396572526142,607.4483331456798,607.4483331456798,617.5070400210852,635.0244989260138,655.5316273390032,674.3762375093402,692.5124592100182,703.6866396771428,655.1552622611833,7.281774544685671,722.4980592591952,722.4980592591952,724.4165944640783,737.0594155176941,761.1625417169628,781.5849363954505,803.2813747780101,816.4865047726353,763.7842038434322,5.405472432721358,5.5298811833110575,646.6525390044613,3.967661596251562,19.83830798125781,387800.0,34.0,350.9737977983177,350.9737977983177,348.76754409991844,350.12787682920407,360.7989080462141,371.15552006088103,380.458220822206,386.4439105558338,364.1036826017965,3.6060840444281714,479.1220169625961,479.1220169625961,482.40237099529907,490.28097872612693,503.80078689794925,517.7875368684697,531.8080275381559,540.5723027041284,506.5391458132464,5.412637715616677,602.4747214223594,602.4747214223594,607.5620773313742,618.570753769389,633.4127891556577,648.2631178936967,663.1135491348925,672.3950694468481,635.1131540220312,5.138994900826694,4.719238886957181,501.91866081235804,6.730214121259056,33.65107060629528,6.730214121259056
32,SYDENHAM,690000,24,445.6666666666666,445.6666666666666,449.91666666666663,458.4166666666666,469.74999999999983,481.0833333333331,492.41666666666634,,466.2083333333332,4.4061131468406405,484.0389526883509,484.0389526883509,495.5437571127785,508.689204356373,523.3442827623034,536.0587451950571,548.0569268469403,555.4068479033313,521.5912452664477,7.19956343571559,546.474636165876,546.474636165876,555.2527540836323,570.3660197244692,587.3924703440834,602.1810436864088,615.7464995982914,623.8795067933873,585.8989900565927,6.728865309514982,6.111513964023739,524.5661895521245,3.9532524430015177,19.76626221500759,492500.0,20.0,,,,,,,,,,,445.73,445.73,449.82500000000005,458.0150000000001,468.9350000000002,479.85500000000025,490.7750000000003,497.6000000000004,470.1050000000002,5.185011859052799,477.9794120420793,477.9794120420793,488.94485135104276,505.5588518383635,515.7529039192491,514.2541867599114,509.22423711608803,508.0396021187088,502.82200644934903,4.940633880106883,,,,,3.9532524430015177
33,SUNSHINE,750000,33,459.7198155835763,459.7198155835763,467.4638712530147,474.42052375721283,487.0588734231857,499.796411815128,512.5340599215731,520.4950900638994,488.7840922596558,5.946240300439182,487.14030388853314,487.14030388853314,496.32883316550107,511.7126805233456,528.8676828183246,544.0031183648797,558.2450215423227,566.9363396579539,527.6048542801229,7.669480305824826,596.9925764556014,596.9925764556014,607.5216502103472,620.342947866134,637.438011407183,654.5330749482321,671.6281384892811,682.3125532024368,638.681278939888,6.527309294783687,6.714343300349232,551.6900751598889,3.8250511877752293,19.125255938876148,547000.0,18.0,338.36297629337,338.36297629337,348.71844623553795,360.1479382363501,362.9895457580145,364.6861650874471,373.77171026874186,382.160487096534,361.5481812822851,6.412756636386678,425.6780654212726,425.6780654212726,434.0010673506872,446.5086007149667,460.61010140695475,473.60199175183743,486.28211217008425,494.1587579434984,460.1200995370431,7.485444376462764,541.5915342435786,541.5915342435786,551.8075024579689,564.5623025324721,577.6985925434598,587.9583101541878,606.0338743011422,621.2078899029505,578.6942865908229,6.41145993782353,6.769886983557657,466.78752247005036,4.437468220921868,22.18734110460934,4.437468220921868
34,BAYSWATER,845500,26,495.6002130604455,495.6002130604455,494.59513779308884,527.4627510276187,532.8293348505383,552.6428871910139,562.6425722682745,,527.62881603183,6.0702907040339245,582.1505255195008,582.1505255195008,594.5959580045644,614.7453933155678,636.7703735209585,655.827851972327,673.5651209747144,684.3400322676072,634.5707507964629,8.260737705160286,656.8605585897308,656.8605585897308,663.5558712124566,677.082486773995,695.1299772386606,713.1776431766815,731.2253093480454,,689.5053077232616,4.734517453001687,6.355181954065299,617.2349581838515,3.7961227469615944,18.98061373480797,665000.0,31.0,393.29411764705856,393.29411764705856,397.35294117647027,402.76470588235264,,,,,397.8039215686272,1.1336750788643517,486.264737061573,486.264737061573,497.9302112625603,519.0948928895409,544.0341699627577,566.0428559056377,585.9691738348049,597.6874807894333,542.4319316723297,10.354699148627185,588.8674366944399,588.8674366944399,599.7140016269882,622.5668091608792,648.6630483904164,672.2547625308257,694.0954174163028,707.1356092593886,647.6138692970344,9.071212861201074,6.85319569623087,529.283240845997,4.13875616902133,20.69378084510665,4.13875616902133
35,FOOTSCRAY,955000,28,566.4664287447372,566.4664287447372,574.7197959485204,588.2421482967166,604.5589311060291,620.4639220077067,636.3134015348846,646.2149371793497,605.282794973992,6.4129307080209905,635.5308834182151,635.5308834182151,637.9947750770787,649.2815373309901,666.5851714966581,684.2624786854661,701.9692274000125,713.037330641324,669.8087720071064,5.117563403383977,734.4883228038175,734.4883228038175,762.564585110455,779.3245107005304,801.3937432675328,823.4629758345353,845.5322084015378,,791.1277243530682,7.159324569944333,6.229939560449767,688.7397637780555,3.7502060436082605,18.7510302180413,460000.0,101.0,439.2893303400182,439.2893303400182,440.46390212613426,442.20097285849397,445.78997025296144,452.45518368544685,461.3389773864739,467.7270277637373,449.89505205903794,2.357376830547585,571.5134684027685,571.5134684027685,558.2822491907611,539.2205056875495,557.1469015344694,595.3160362067601,610.6452645304836,612.937844815225,577.8660386240024,1.0993153770310626,702.2792455891946,702.2792455891946,706.2160743783395,715.8232984618928,735.2951406609951,754.7669828600976,774.2388250591999,786.408726433639,739.2897562061943,5.006225273149481,2.820972493576043,589.0169489630781,6.658452466539144,33.29226233269572,6.658452466539144
36,PRESTON,1172500,62,581.0043737676648,581.0043737676648,584.7149668766774,586.0989379161641,594.9839627381077,608.3067473224769,623.4653608604679,633.1751046359434,601.6784934453574,3.4360742328195184,650.240239636437,650.240239636437,658.1264885945318,671.8178710971679,690.0147015657334,708.2368250672406,726.5482531493321,738.1357976168739,691.8743109610452,6.017577277407024,931.2145891778052,931.2145891778052,980.4043056540161,1090.9232572097337,1230.7677341568865,1369.005991761718,1506.6315797545476,1592.7391514250814,1243.0980870199699,25.089210666378765,11.514287392201771,845.5502971421241,3.749988524638845,18.749942623194226,646300.0,100.0,432.5504613675753,432.5504613675753,432.2511271385323,429.5321736880311,434.29089325388065,446.20617109348296,458.7097643378481,466.5245101155764,442.86644299927536,2.329366289718402,535.0810411132372,535.0810411132372,548.0204448235488,561.8275580822757,577.5139483284489,593.2003385746222,608.8867288207954,618.6907227246537,577.6029689239402,7.361791766742523,702.2096073654502,702.2096073654502,718.9335458926005,748.0256479366898,780.885664684324,809.1359712558246,834.6072875614453,849.6730484445242,777.6386818772654,9.699758547211797,6.463638867890907,599.3693646001603,4.822405532911703,24.112027664558514,4.822405532911703
37,WHITTLESEA,755000,18,461.6326486541692,461.6326486541692,466.33587584823533,475.7423302363677,488.2842694205442,500.8262086047207,,,478.5642665528074,3.538002956342723,513.3428734904164,513.3428734904164,516.3311286107393,525.3742581739692,538.7560526518985,552.3505625946716,565.9612831987786,574.4687263440355,540.9406978663585,5.101820677349042,581.2956986685776,581.2956986685776,586.1157262428379,595.7799117719703,608.7018817804235,620.019729729082,,,598.3825896385782,2.85551272143814,3.831778785043302,539.2958513525814,3.7143555324946003,18.571777662473,410000.0,3.0,310.0,310.0,310.0,,,,,,310.0,0.0,454.59247852687287,454.59247852687287,460.73800542486117,470.13365154881274,482.6611797140814,495.1887078793501,507.7162360446187,515.5459411479118,483.79660004092983,6.036446207266908,597.7426491823903,597.7426491823903,605.920627133961,,,,,,601.8316381581757,0.6794240642281872,2.2386234238316987,465.20941273303515,5.9002169419799575,29.501084709899786,5.9002169419799575
38,BRUNSWICK,1305000,55,653.0597568865966,653.0597568865966,659.1938464957511,672.2974243072989,689.9121254963827,707.5327358603747,725.153397639953,736.1663115303828,691.9022283166771,5.613867081275348,831.3343731150834,831.3343731150834,836.324090166433,838.721937192798,861.3844873881956,884.3740413613752,907.3635953345549,921.732066567792,868.7477987323189,4.306592278199649,1035.4108804024763,1035.4108804024763,1062.4973040725672,1077.6222963029688,1101.7793886180923,1128.35536032178,1156.7210290138405,1174.97913543971,1105.3379134530621,6.3263036759622775,5.415587678479092,888.6626468340195,3.541031236426744,17.70515618213372,560000.0,115.0,465.20359245656266,465.20359245656266,469.57988069573537,479.72507227530303,493.126373067732,506.49463433945994,519.8562735537831,528.206396233809,494.59888894605496,5.943259709323446,597.1260869397593,597.1260869397593,607.5826934529294,625.7156069392519,646.7707371625927,665.9853641488036,684.3859535991919,695.6941362096842,646.1800826360304,7.59138156907592,822.4461366766478,822.4461366766478,836.8330833595576,856.8521689382553,872.5191411493979,901.8869825762422,917.7496974903353,944.337655353968,878.9464093634863,6.428181750893631,6.654274343097666,673.2417936485239,6.251530941022007,31.257654705110035,6.251530941022007
39,CASTLEMAINE,782500,27,433.1,433.1,437.7500000000001,447.0500000000002,459.4500000000003,471.85000000000036,484.2500000000004,492.00000000000045,460.77857142857164,6.006913763970957,483.5,483.5,488.75,499.25,513.25,527.25,541.25,550.0,514.75,6.070908207867897,608.8867091047568,608.8867091047568,611.5837588317679,630.0417862626415,639.8542919038115,,,,622.5916365257444,2.2012707233693916,4.759697565069415,532.7067359847721,3.5400319835409775,17.700159917704887,522500.0,2.0,,,,,,,,,,,388.09829929887246,388.09829929887246,391.8848407824348,400.9562168906302,411.37564032015166,422.1574096107728,432.8397063792391,439.5357320709563,412.40683505043677,5.894309619914861,,,,,,,,,,,,,,,3.5400319835409775
40,SPRINGVALE,860000,29,503.6,503.6,509.0000000000001,519.8000000000001,534.2000000000002,548.6000000000003,563.0000000000003,572.0000000000005,535.7428571428574,5.999680017065791,560.0205917724336,560.0205917724336,557.6322209382098,544.7160594584391,522.9707544202513,512.5160356247505,521.6778859563659,535.9743455398728,536.5011276729034,-4.3838610743554005,674.794370196366,674.794370196366,669.23339370605,668.9885952094139,673.7640447477655,683.8619218670859,697.1927482900597,706.4491522361621,682.0406037504147,1.0624343351705132,0.892751092626968,584.7615295220585,3.5357673878077955,17.678836939038977,642000.0,23.0,362.6,362.6,366.5000000000001,374.3000000000002,384.7000000000003,395.10000000000036,405.5000000000004,412.00000000000045,385.814285714286,6.016958566297684,497.86297871372966,497.86297871372966,498.570829560299,506.0994505796796,519.170354122476,532.8347820140459,546.5592649984441,555.1406806307033,522.3197629456254,4.682339433984181,627.2238677699894,627.2238677699894,636.9364900381588,653.9415173370999,674.2335342722831,693.3233965731971,711.9850952400276,723.5656965202467,674.4585139644289,7.003343455003175,5.900880485095013,527.5308542081134,4.272835579255747,21.364177896278736,4.272835579255747
41,BERWICK,900000,181,498.17951894274415,498.17951894274415,509.57137144096663,529.8693265012591,553.7301431550561,574.8034376646078,593.9221557124424,605.1920192105988,552.1811389468108,9.779692965802012,558.187028931402,558.187028931402,564.6312308273236,568.4654212018233,580.8132341620097,596.8666085852075,612.2660626414996,621.2891924423034,586.0741112559384,4.758285989595291,632.0884622203237,632.0884622203237,642.6458729394164,660.8746111503569,681.63970709823,700.0059666355917,717.1456753889313,727.5310559650711,680.2759073425602,7.083514880083981,7.207164611827095,606.1770525151031,3.502356303420596,17.511781517102982,730000.0,24.0,,,,,,,,,,,505.11176381317705,505.11176381317705,527.3882717987265,571.9412877698253,631.3453090646237,690.7493303594222,750.1533516542206,787.2808649634696,637.7100256319236,20.792877089763714,566.2050680671239,566.2050680671239,593.4985636279582,655.3331527718423,746.1532139049962,842.2154551246977,940.7122971222516,1002.8695316112236,763.8553260328705,25.875352469197978,,,,,3.502356303420596
42,RESERVOIR,915000,94,505.6858900153192,505.6858900153192,507.64829390108576,512.3469372276585,513.9719050136549,528.7210965305675,545.472692962478,554.3278478848574,524.0249519336602,3.4996543295638025,556.6515740924106,556.6515740924106,561.7678338030291,564.2830721176323,575.4440219568578,595.3328616058967,609.582966362264,617.1552828594747,582.8882303996522,4.5011470362427355,673.2444802625913,673.2444802625913,673.5723266185425,693.880898699224,714.6291121671661,734.3510131728266,753.5643673713176,765.4408129626738,715.526144464906,5.909171108476309,4.6366574914276155,607.479775599406,3.4523440799091927,17.261720399545965,647000.0,136.0,405.48673652725694,405.48673652725694,409.688426630226,414.25472860525167,423.8621157959363,435.8905035041673,447.3186404750247,454.34278496039474,427.26341949975114,5.096781511974695,499.0879780159364,499.0879780159364,514.5544200892894,538.4526986512938,564.4676610951684,586.2363149298972,605.436774418455,616.6458296668069,560.6973824095496,10.987995722193672,613.8862956118862,613.8862956118862,631.5403045379223,659.1760930398768,687.2143793535142,709.7834615790383,729.8380859357811,741.7613882048064,681.885715466118,9.972260499363776,8.685679244510714,556.6155057918062,4.473571298481286,22.36785649240643,4.473571298481286
43,RINGWOOD,1085500,25,531.202583502387,531.202583502387,549.0010083290911,591.2100160836483,639.690456805693,672.2467211427862,687.4382416361736,690.0752348863019,622.9806089122973,14.732083807576535,610.618561238351,610.618561238351,624.6857014224872,649.6453654426195,678.1502133640172,702.8136085003003,725.0581846957925,738.1896145053929,675.5944641669945,9.617589600702027,730.9657517746655,730.9657517746655,746.5796013651607,775.3167305569445,809.8220289446269,840.8763469164498,869.4392875573178,886.3991500988081,808.4855567448532,9.588273324547696,11.312648910942087,702.353543274715,3.3645678719746823,16.822839359873413,599000.0,92.0,426.59061514832814,426.59061514832814,431.6009173228109,432.62256027410956,445.49932516949485,457.865958012259,470.23259085502315,477.9617363817507,448.91052902339663,4.972018349319049,511.0159106089396,511.0159106089396,520.8560242944308,532.7484821394735,542.045989312496,557.3021130267273,580.1148742286697,594.8407700834534,548.4177376705985,6.819952108136218,630.2059584166439,630.2059584166439,632.4511285282003,645.470460678179,666.742396074281,685.4534294491954,702.684053609823,713.7710701424018,668.1112138426749,5.673494867421417,5.821821774958895,555.1464935122234,4.819301780072724,24.09650890036362,4.819301780072724
44,CHELTENHAM,1256000,37,581.88,581.88,587.7,599.34,614.86,630.38,645.9,655.5999999999999,616.5228571428571,5.61907101115472,706.4649450260192,706.4649450260192,712.8370838703308,726.8615999596811,745.8788480009244,765.0533847471602,784.2585834505394,796.2657391382673,748.2314548847032,5.582030745435569,958.1889289357664,958.1889289357664,963.9324200228932,975.5065813803387,1005.3071322238045,1032.723322172491,1060.566730952388,1077.916398574616,1010.591644894614,5.185350207829218,5.462150654806503,791.7819856407249,3.2780782844998164,16.390391422499082,608500.0,52.0,463.5640324288547,463.5640324288547,471.3608976483457,488.1189389096371,509.0170248277218,525.6939299745254,541.2745313213262,550.5771479756872,507.08664329801405,8.582874631856782,557.7871353282441,557.7871353282441,571.4922511941754,594.0555685984882,618.3703136048553,638.9271962682659,657.6527018037871,668.8879724229618,615.310448460111,9.348665096753361,675.3319960540305,675.3319960540305,677.3529153157599,691.7714343342521,710.0040016260834,728.0127917695497,746.021581913016,757.2770757526824,712.2531138236249,5.183707456382867,7.70508239499767,611.55006852725,5.226064677636319,26.130323388181594,5.226064677636319
45,CARLTON NORTH,1730000,20,735.7022651507767,735.7022651507767,749.093096770491,761.684465199473,784.6139246434707,804.3669397614324,824.4477714458342,836.6936760556509,785.2288770038756,6.307283558148413,906.0,906.0,915.0,933.0,957.0,981.0,1005.0,1020.0,959.5714285714286,5.582849486377846,1379.6938775510205,1379.6938775510205,1394.5408163265308,1424.234693877551,1463.826530612245,1503.418367346939,1538.0612244897964,,1450.6292517006805,4.889972683681732,5.593368576069331,1065.1431857586615,3.2015864543034915,16.007932271517458,730000.0,7.0,420.7678888766369,420.7678888766369,427.81666504134034,434.6167385750924,445.4039859778697,456.09191683810815,466.65640057344064,473.2039022878874,446.3653568814822,5.734644862155353,579.0289882823905,579.0289882823905,584.5909414425423,595.4597660466529,609.9088511533375,624.3562404431927,638.8036159046618,647.8332254979372,611.425946967245,5.298590752575634,756.7424934767847,756.7424934767847,760.1300865091202,769.5560762796043,787.3513421471579,805.2543567275966,823.1576426471171,,783.6986662978969,3.439609377983261,4.824281664238083,613.8299900488747,4.3724876003481485,21.862438001740742,4.3724876003481485
46,THORNBURY,1397500,24,655.5037841886766,655.5037841886766,662.0857739797541,675.6491924152538,693.7144505445942,711.7793311787157,729.8442109497144,741.1347608053569,695.6730720088665,5.774161662488197,777.5786822839916,777.5786822839916,785.3367880187641,798.0327175964273,816.7624106209407,836.5337631984221,857.0236759585515,870.1120886633489,820.197160905778,5.196126084455232,1004.7574970318972,1004.7574970318972,999.1281369523931,1015.8353039253694,1054.7727534525743,1082.8114281181133,1116.2245320061409,1135.998687584784,1058.5040484387532,5.077595261551417,5.349294336164949,858.1247604511326,3.1930223644693307,15.965111822346653,572000.0,43.0,399.3454875985302,399.3454875985302,408.04270572126666,420.6001333583749,434.5939954701745,447.3166083193973,459.63122457284464,467.2559422947015,433.8265853336128,7.948129252744299,501.158518934832,501.158518934832,505.78382634841716,516.094621462429,529.8423482811116,543.5900750997943,557.3378019184769,565.9301311801536,531.3910461750307,5.689318150505813,726.4699496767591,726.4699496767591,724.1267390399282,739.5312741520065,759.4865792967994,779.3795190939139,799.272425196418,811.7054914991089,762.8531397078477,4.769357054101183,6.1356014857837655,576.0235904054971,5.236578094595428,26.182890472977142,5.236578094595428
