stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id,platform_code
"35267","35267","Prince St/Clunes-Creswick Rd","-37.41178277","143.89082348","","","0","Level 0",""
"35268","35268","Little King St/Clunes Rd","-37.41443360","143.89226138","","","0","Level 0",""
"35269","35269","Harvey St/Clunes Rd","-37.41673191","143.89365747","","","0","Level 0",""
"35270","35270","Victoria St/Albert St","-37.42063656","143.89480650","","","0","Level 0",""
"35271","35271","Creswick Bowling Club/Albert St","-37.42195775","143.89502303","","","0","Level 0",""
"35272","35272","Raglan St/Albert St","-37.42457315","143.89442912","","","0","Level 0",""
"35273","35273","Hall St/Albert St","-37.42636583","143.89407255","","","0","Level 0",""
"35274","35274","Napier St/Albert St","-37.42911236","143.89332626","","","0","Level 0",""
"35275","35275","Hyde Park Rd/Albert St","-37.43139183","143.89229417","","","0","Level 0",""
"35276","35276","White Hills Rd/Albert St","-37.43567517","143.89208300","","","0","Level 0",""
"35277","35277","Lakeside Dr/Midland Hwy","-37.44440575","143.88864776","","","0","Level 0",""
"35278","35278","Doveton Cres/Lydiard St N","-37.55772430","143.85863079","","","0","Level 0",""
"35279","35279","Ballarat Station/Lydiard St N","-37.55865759","143.85848971","","","0","Level 0","Bay 1"
"35280","35280","Ballarat Base Hospital/Drummond St N","-37.55901783","143.84767721","","","0","Level 0",""
"35281","35281","St John of God Hospital/Drummond St N","-37.55669502","143.84808074","","","0","Level 0",""
"35282","35282","Mill St/Drummond St N","-37.55461489","143.84846269","","","0","Level 0",""
"35283","35283","Duncan St/Drummond St N","-37.55281406","143.84884416","","","0","Level 0",""
"35285","35285","MacArthur St/Drummond St N","-37.55032893","143.84924312","","","0","Level 0",""
"35286","35286","Ballarat Old Cemetery/Burnbank St","-37.54914626","143.84713151","","","0","Level 0",""
"35288","35288","Cardigan St/Burnbank St","-37.54684443","143.84596116","","","0","Level 0",""
"35289","35289","Haddon St/Burnbank St","-37.54521827","143.84512447","","","0","Level 0",""
"35291","35291","Howitt St/Burnbank St","-37.54239036","143.84315040","","","0","Level 0",""
"35292","35292","Burnbank St/Howitt St","-37.54158907","143.84182638","","","0","Level 0",""
"35293","35293","Dowling St/Howitt St","-37.54131072","143.83950719","","","0","Level 0",""
"35294","35294","Browns Pde/Howitt St","-37.54096286","143.83661388","","","0","Level 0",""
"35296","35296","Symons St/Howitt St","-37.54071990","143.83461006","","","0","Level 0",""
"35297","35297","Ballarat Day Hospital/Howitt St","-37.54041673","143.83204304","","","0","Level 0",""
"35298","35298","School Lane/Howitt St","-37.54004706","143.82901496","","","0","Level 0",""
"35299","35299","Park St/Howitt St","-37.53949072","143.82441073","","","0","Level 0",""
"35300","35300","Cemetery South/Doveton St N","-37.53253449","143.86041277","","","0","Level 0",""
"35301","35301","Ballarat General Cemetery/Doveton St N","-37.53019540","143.86088427","","","0","Level 0",""
"35302","35302","Heinz Lane/Slatey Creek Rd","-37.52801710","143.86130373","","","0","Level 0",""
"35303","35303","Slatey Creek Rd/Bogong Ave","-37.52565397","143.86121052","","","0","Level 0",""
"35305","35305","Ashford Ct/Bogong Ave","-37.52516828","143.85718088","","","0","Level 0",""
"35306","35306","Wicklow Dr/Bogong Ave","-37.52484250","143.85442292","","","0","Level 0",""
"35307","35307","Kerry Way/Wicklow Dr","-37.52325880","143.85450080","","","0","Level 0",""
"35308","35308","Curragh Ct/Wickow Dr","-37.52242904","143.85818959","","","0","Level 0",""
"35309","35309","Slatey Creek Rd/Wicklow Dr","-37.52343396","143.86141675","","","0","Level 0",""
"35310","35310","Northwood Ct/Slatey Creek Rd","-37.52477561","143.86206188","","","0","Level 0",""
"35311","35311","Swinglers Rd/Slatey Creek Rd","-37.52826281","143.86139524","","","0","Level 0",""
"35312","35312","Ballarat General Cemetery/Doveton St N","-37.53020831","143.86103080","","","0","Level 0",""
"35313","35313","Cemetery South/Doveton St N","-37.53322060","143.86046318","","","0","Level 0",""
"35326","35326","Eastern Oval/Peel St N","-37.55844953","143.86455354","","","0","Level 0",""
"35327","35327","Ballarat Bowling Club/Peel St N","-37.55678153","143.86484986","","","0","Level 0",""
"35328","35328","Clissold St/Peel St N","-37.55377823","143.86541717","","","0","Level 0",""
"35329","35329","Napier St/Peel St N","-37.55210152","143.86572512","","","0","Level 0",""
"35331","35331","Nicholson St/Chisholm St","-37.54967634","143.86736584","","","0","Level 0",""
"35332","35332","Black Hill Pool/Chisholm St","-37.54966971","143.87288862","","","0","Level 0",""
"35336","35336","Inkerman Gully/Simpson St","-37.54230935","143.87428266","","","0","Level 0",""
"35337","35337","Woodside Ct/Simpson St","-37.53940765","143.87528649","","","0","Level 0",""
"35338","35338","Simpson St/Norman St","-37.53840895","143.87500007","","","0","Level 0",""
"35339","35339","Parkview Ct/Norman St","-37.53798518","143.87158938","","","0","Level 0",""
"35340","35340","Havelock St/Norman St","-37.53759191","143.86797378","","","0","Level 0",""
"35341","35341","Landsborough St/Havelock St","-37.54112654","143.86705634","","","0","Level 0",""
"35342","35342","Howitt St/Havelock St","-37.54397806","143.86654084","","","0","Level 0",""
"35343","35343","Peel St N/Gregory St","-37.54619299","143.86648199","","","0","Level 0",""
"35344","35344","Sweeney St/Peel St N","-37.54812411","143.86659345","","","0","Level 0",""
"35346","35346","Clissold St/Peel St N","-37.55361143","143.86558260","","","0","Level 0",""
"35347","35347","Ballarat Bowling Club/Peel St N","-37.55704553","143.86495196","","","0","Level 0",""
"35349","35349","Princes St N/Humffray St N","-37.55834555","143.86979810","","","0","Level 0",""
"35350","35350","St Nicholas Church/Humffray St N","-37.55746799","143.87339995","","","0","Level 0",""
"35351","35351","Queen St/Humffray St N","-37.55653037","143.87609882","","","0","Level 0",""
"35352","35352","Oliver St/Humffray St N","-37.55565060","143.87860281","","","0","Level 0",""
"35353","35353","Rice St/Humffray St N","-37.55497631","143.88070205","","","0","Level 0",""
"35357","35357","Uniting Church/Humffray St N","-37.55316713","143.89374703","","","0","Level 0",""
"35358","35358","Brown Hill Reserve/Humffray St N","-37.55318157","143.89634939","","","0","Level 0",""
"35359","35359","Bradbury St/Humffray St N","-37.55236885","143.90004987","","","0","Level 0",""
"35360","35360","Lawless Pl/Humffray St N","-37.55181483","143.90194015","","","0","Level 0",""
"35370","35370","St Alipius Parish School/Victoria St","-37.56144423","143.87384483","","","0","Level 0",""
"35371","35371","Bakery Hill SC/Victoria St","-37.56223449","143.86932964","","","0","Level 0",""
"35372","35372","Humffray St/Main Rd","-37.56424473","143.86597429","","","0","Level 0",""
"35373","35373","Barkly St/Main Rd","-37.56541119","143.86782697","","","0","Level 0",""
"35377","35377","Joseph St/Eureka St","-37.56587406","143.87985107","","","0","Level 0",""
"35378","35378","Eureka Centre/Eureka St","-37.56597898","143.88381971","","","0","Level 0",""
"35379","35379","Eureka Stockade Memorial Park/Eureka St","-37.56572375","143.88575459","","","0","Level 0",""
"35382","35382","Fussell St/Eureka St","-37.56688262","143.89348265","","","0","Level 0",""
"35383","35383","Richards St/Eureka St","-37.56609508","143.89026678","","","0","Level 0",""
"35384","35384","Eureka Centre/Eureka St","-37.56610656","143.88319183","","","0","Level 0",""
"35385","35385","Kline St/Eureka St","-37.56565275","143.88716112","","","0","Level 0",""
"35386","35386","Joseph St/Eureka St","-37.56596948","143.87971126","","","0","Level 0",""
"35391","35391","Barkly St/Main Rd","-37.56548019","143.86771089","","","0","Level 0",""
"35393","35393","Steinfield St/Peel St S","-37.56558081","143.86336017","","","0","Level 0",""
"35394","35394","Young St/Peel St S","-37.56734690","143.86302570","","","0","Level 0",""
"35395","35395","Peake St/Grant St","-37.56993714","143.86352822","","","0","Level 0",""
"35396","35396","Grant St/Magpie St","-37.57137662","143.86480354","","","0","Level 0",""
"35397","35397","Bradshaw St/Magpie St","-37.57412312","143.86440528","","","0","Level 0",""
"35398","35398","Sovereign Hill/Bradshaw St","-37.57462991","143.86618395","","","0","Level 0",""
"35402","35402","Kline St/Wilson St","-37.57296478","143.88495471","","","0","Level 0",""
"35403","35403","Richards St/Wilson St","-37.57338112","143.88775609","","","0","Level 0",""
"35404","35404","Fussell St/Wilson St","-37.57403517","143.89137400","","","0","Level 0",""
"35409","35409","York St/Joseph St","-37.56925725","143.87933626","","","0","Level 0",""
"35410","35410","Wilson St/Joseph St","-37.57172663","143.87867845","","","0","Level 0",""
"35416","35416","Sovereign Hill/Bradshaw St","-37.57473552","143.86642857","","","0","Level 0",""
"35418","35418","Bradshaw St/Magpie St","-37.57411951","143.86426959","","","0","Level 0",""
"35419","35419","Grant St/Magpie St","-37.57126712","143.86475153","","","0","Level 0",""
"35420","35420","Peake St/Grant St","-37.57006884","143.86339817","","","0","Level 0",""
"35421","35421","Eastwood St/Peel St","-37.56526340","143.86328294","","","0","Level 0",""
"35422","35422","Callow St/Main Rd","-37.56793724","143.86896622","","","0","Level 0",""
"35423","35423","York St/Main Rd","-37.56953326","143.87037090","","","0","Level 0",""
"35426","35426","Sovereign Hill/Main Rd ","-37.57553840","143.86884013","","","0","Level 0",""
"35427","35427","Burdeu St/Main Rd","-37.57855910","143.86824935","","","0","Level 0",""
"35428","35428","Elsworth St/Main Rd","-37.58161882","143.86810974","","","0","Level 0",""
"35429","35429","Kinnersley Ave/Geelong Rd","-37.58592412","143.86737440","","","0","Level 0",""
"35430","35430","Milverton Lane/Geelong Rd","-37.58971462","143.86693232","","","0","Level 0",""
"35431","35431","Hocking Ave/Geelong Rd","-37.59223824","143.86730199","","","0","Level 0",""
"35432","35432","Glenvale Rd/Geelong Rd","-37.59631708","143.86787819","","","0","Level 0",""
"35433","35433","Mount Clear Vet Clinic/Geelong Rd","-37.59984181","143.86828517","","","0","Level 0",""
"35434","35434","Midvale SC/Geelong Rd","-37.60251064","143.86869412","","","0","Level 0",""
"35435","35435","Mount Clear PS/Geelong Rd","-37.60519686","143.86907971","","","0","Level 0",""
"35436","35436","Olympic Ave/Geelong Rd","-37.60937740","143.86975373","","","0","Level 0",""
"35437","35437","Greenhill Rd/Geelong Rd","-37.61826500","143.87532749","","","0","Level 0",""
"35438","35438","Shire Ave/Geelong Rd","-37.62071357","143.87762633","","","0","Level 0",""
"35439","35439","Wetlands Dr/University Dr","-37.62465522","143.87982886","","","0","Level 0",""
"35440","35440","Wetlands Dr/Gear Ave","-37.62839530","143.88088452","","","0","Level 0",""
"35441","35441","Federation University/Chancellor Dr","-37.62634380","143.89122246","","","0","Level 0",""
"35442","35442","Fisken Rd/Geelong Rd","-37.63279632","143.88104028","","","0","Level 0",""
"35443","35443","Elizabeth St/Warrenheip St","-37.64412106","143.88611856","","","0","Level 0",""
"35444","35444","Barkly St/Warrenheip St","-37.64531810","143.88572860","","","0","Level 0",""
"35445","35445","Eyre St/Warrenheip St","-37.64753278","143.88497881","","","0","Level 0",""
"35446","35446","De Soza Park/Warrenheip St","-37.64864911","143.88460352","","","0","Level 0",""
"35447","35447","Midland Hwy/Warrenheip St","-37.65078337","143.88387969","","","0","Level 0",""
"35448","35448","Yuille St/Warrenheip St","-37.65303403","143.88312827","","","0","Level 0",""
"35449","35449","Royal Park/Warrenheip St","-37.65586548","143.88219383","","","0","Level 0",""
"35450","35450","Somerville St/Warrenheip St","-37.65786232","143.88138493","","","0","Level 0",""
"35451","35451","Royal Park/Warrenheip St","-37.65555769","143.88213872","","","0","Level 0",""
"35452","35452","Yuille St/Warrenheip St","-37.65294043","143.88299620","","","0","Level 0",""
"35453","35453","Midland Hwy/Warrenheip St","-37.65065378","143.88374912","","","0","Level 0",""
"35454","35454","De Soza Park/Warrenheip St","-37.64891103","143.88428661","","","0","Level 0",""
"35455","35455","Eyre St/Warrenheip St","-37.64735788","143.88483881","","","0","Level 0",""
"35456","35456","Barkly St/Warrenheip St","-37.64512521","143.88558936","","","0","Level 0",""
"35457","35457","Moss Ave/Geelong Rd","-37.63371973","143.88086569","","","0","Level 0",""
"35460","35460","Elizabeth St/Geelong Rd","-37.64363987","143.88598003","","","0","Level 0",""
"35461","35461","Gear Ave/Geelong Rd","-37.62791684","143.87982832","","","0","Level 0",""
"35462","35462","Shire Ave/Geelong Rd","-37.62095358","143.87750300","","","0","Level 0",""
"35463","35463","Reid Park Rd/Geelong Rd","-37.61779760","143.87469011","","","0","Level 0",""
"35464","35464","Damascus Sec Col/Geelong Rd","-37.61009920","143.86979140","","","0","Level 0",""
"35467","35467","Mount Clear PS/Geelong Rd","-37.60547196","143.86892095","","","0","Level 0",""
"35468","35468","Midvale SC/Geelong Rd","-37.60251363","143.86846750","","","0","Level 0",""
"35469","35469","Mount Clear Vet Clinic/Geelong Rd","-37.60026931","143.86809737","","","0","Level 0",""
"35470","35470","Glenvale Rd/Geelong Rd","-37.59608457","143.86760485","","","0","Level 0",""
"35471","35471","Canadian Gully Ct/Geelong Rd","-37.59288354","143.86717300","","","0","Level 0",""
"35472","35472","Bartley Ave/Geelong Rd","-37.59014421","143.86682371","","","0","Level 0",""
"35473","35473","Kinnersley Ave/Geelong Rd","-37.58593641","143.86715877","","","0","Level 0",""
"35474","35474","Elsworth St/Main Rd","-37.58162271","143.86791711","","","0","Level 0",""
"35475","35475","Burdeu St/Main Rd","-37.57738339","143.86808354","","","0","Level 0",""
"35476","35476","Sovereign Hill/Main Rd ","-37.57521919","143.86869502","","","0","Level 0",""
"35478","35478","York St/Main Rd","-37.56954676","143.87020054","","","0","Level 0",""
"35479","35479","Callow St/Main Rd","-37.56780523","143.86874537","","","0","Level 0",""
"35480","35480","Cameron St/Barkly St","-37.57040114","143.86200321","","","0","Level 0",""
"35481","35481","Bradshaw St/Barkly St","-37.57155363","143.86061906","","","0","Level 0",""
"35482","35482","Pearces Park/Barkly St","-37.57378957","143.85796673","","","0","Level 0",""
"35483","35483","Cobden St/Barkly St","-37.57567570","143.85571387","","","0","Level 0",""
"35484","35484","Conservation Volunteers Australia/Barkly St ","-37.57557489","143.85565019","","","0","",""
"35485","35485","Pearces Park/Barkly St","-37.57374966","143.85782125","","","0","Level 0",""
"35486","35486","Bradshaw St/Barkly St","-37.57175849","143.86019162","","","0","Level 0",""
"35487","35487","Morton St/Barkly St","-37.57779144","143.85261347","","","0","Level 0",""
"35488","35488","Mt Pleasant Reserve/Barkly St","-37.57891313","143.85075484","","","0","Level 0",""
"35489","35489","Elsworth St/Lightfoot Rd","-37.58200455","143.85214157","","","0","Level 0",""
"35490","35490","Sykes Ave/Lightfoot Rd","-37.58399529","143.85178594","","","0","Level 0",""
"35491","35491","McLennan Cl/Sykes Ave","-37.58410683","143.85326440","","","0","Level 0",""
"35492","35492","Elsworth St/Flockhart St","-37.58206853","143.85453903","","","0","Level 0",""
"35493","35493","Watson Dr/Elsworth St","-37.58190607","143.85790835","","","0","Level 0",""
"35495","35495","Fraser St/Brittain St","-37.58184128","143.86088862","","","0","Level 0",""
"35496","35496","Peady St/Cobden St","-37.57971708","143.85894009","","","0","Level 0",""
"35497","35497","Mt Pleasant PS/Cobden St","-37.57766878","143.85713564","","","0","Level 0",""
"35498","35498","Cameron St/Barkly St","-37.57022144","143.86202208","","","0","Level 0",""
"35499","35499","Eyre St/Drummond St S","-37.56550572","143.84669047","","","0","Level 0",""
"35500","35500","Urquhart St/Drummond St S","-37.56670717","143.84646999","","","0","Level 0",""
"35501","35501","South St/Drummond St S","-37.56880528","143.84608714","","","0","Level 0",""
"35502","35502","Sebastopol St/Drummond St S","-37.57085838","143.84570616","","","0","Level 0",""
"35503","35503","La Trobe St/Drummond St S","-37.57310049","143.84531718","","","0","Level 0",""
"35505","35505","Bell St/Skipton St","-37.57717439","143.84368477","","","0","Level 0",""
"35506","35506","Telstra Exchange/Skipton St","-37.58118478","143.84136425","","","0","Level 0",""
"35507","35507","Hertford St/Albert St","-37.58597895","143.84105958","","","0","Level 0",""
"35508","35508","Bala St/Albert St","-37.58875544","143.84111196","","","0","Level 0",""
"35509","35509","Vickers St/Albert St","-37.59302861","143.84120292","","","0","Level 0",""
"35510","35510","CFA/Albert St","-37.59589509","143.84125148","","","0","Level 0",""
"35511","35511","Bridge St/Albert St","-37.59833858","143.84131794","","","0","Level 0",""
"35515","35515","Ballarat Health Services/Edwards St","-37.60538914","143.83544763","","","0","Level 0",""
"35522","35522","Royal Mail Hotel/Albert St","-37.60715959","143.83998193","","","0","Level 0",""
"35523","35523","St James PS/Albert St","-37.60439524","143.84038211","","","0","Level 0",""
"35524","35524","Begonia City Motor Inn/Albert St","-37.60189997","143.84073689","","","0","Level 0",""
"35525","35525","Victoria St/Albert St","-37.59959997","143.84098146","","","0","Level 0",""
"35526","35526","CFA/Albert St","-37.59649020","143.84093188","","","0","Level 0",""
"35527","35527","Vickers St/Albert St","-37.59295683","143.84087759","","","0","Level 0",""
"35528","35528","Gray St/Albert St","-37.58865665","143.84078779","","","0","Level 0",""
"35529","35529","Hertford St/Albert St","-37.58589847","143.84074597","","","0","Level 0",""
"35530","35530","Kent St/Albert St","-37.58313099","143.84069322","","","0","Level 0",""
"35531","35531","Cooke St/Skipton St","-37.58020774","143.84155274","","","0","Level 0",""
"35532","35532","Bell St/Skipton St","-37.57784770","143.84292047","","","0","Level 0",""
"35533","35533","Darling St/Skipton St","-37.57574357","143.84442445","","","0","Level 0",""
"35535","35535","Sebastopol St/Drummond St S","-37.57144512","143.84540971","","","0","Level 0",""
"35536","35536","South St/Drummond St S","-37.56965150","143.84572315","","","0","Level 0",""
"35537","35537","Urquhart St/Drummond St S","-37.56658473","143.84627141","","","0","Level 0",""
"35538","35538","Eyre St/Drummond St S","-37.56535628","143.84649303","","","0","Level 0",""
"35539","35539","Dana St PS/Doveton St S","-37.56421733","143.85445291","","","0","Level 0",""
"35543","35543","Western Oval/Pleasant St S","-37.56586814","143.83801615","","","0","Level 0",""
"35545","35545","Ferguson Ct/Pleasant St S","-37.57344356","143.83659750","","","0","Level 0",""
"35546","35546","Bell St/Pleasant St S","-37.57623187","143.83608321","","","0","Level 0",""
"35547","35547","Morshead Park/Pleasant St S","-37.57823275","143.83577205","","","0","Level 0",""
"35548","35548","Rubicon St/Pleasant St S","-37.58115454","143.83519542","","","0","Level 0",""
"35559","35559","Meadow Ct/Wiltshire Lane","-37.58731813","143.80714954","","","0","Level 0",""
"35560","35560","Glenelg Hwy/Wiltshire Lane","-37.58956782","143.80671367","","","0","Level 0",""
"35561","35561","Bellview Ct/Smythes Rd","-37.58966613","143.81101202","","","0","Level 0",""
"35562","35562","Banyule Dr/Smythes Rd","-37.58912421","143.81429603","","","0","Level 0",""
"35563","35563","Woolway Ct/Smythes Rd","-37.58864427","143.81754339","","","0","Level 0",""
"35564","35564","Grana Dr/Smythes Rd","-37.58811924","143.82079262","","","0","Level 0",""
"35565","35565","Sutton St/Hertford St","-37.58710678","143.82668929","","","0","Level 0",""
"35566","35566","Alexandra St/Hertford St","-37.58627250","143.83252164","","","0","Level 0",""
"35567","35567","Redan PS/Alfred St","-37.58549877","143.83424143","","","0","Level 0",""
"35568","35568","Rubicon St/Alfred St","-37.58187593","143.83488181","","","0","Level 0",""
"35569","35569","Morshead Park/Pleasant St S","-37.57866615","143.83547067","","","0","Level 0",""
"35570","35570","Bell St/Pleasant St S","-37.57607554","143.83596531","","","0","Level 0",""
"35571","35571","Foster St/Pleasant St S","-37.57382478","143.83636628","","","0","Level 0",""
"35572","35572","Waller Ave/Pleasant St S","-37.56992413","143.83706346","","","0","Level 0",""
"35573","35573","Western Oval/Pleasant St S","-37.56592568","143.83780997","","","0","Level 0",""
"35582","35582","Rowes Rd/Castlemaine-Maldon Rd","-37.00983522","144.07471763","","","0","Level 0",""
"35585","35585","Ray St/Maldon Rd","-37.06991250","144.20046140","","","0","Level 0",""
"35586","35586","Elizabeth St/Johnstone St","-37.07218844","144.20793494","","","0","Level 0",""
"35587","35587","Castlemaine RSL/Mostyn St","-37.06579249","144.21722180","","","0","Level 0",""
"35588","35588","Castlemaine Railway Station/Kennedy St","-37.06294335","144.21408751","","","0","Level 0",""
"35595","35595","Laxdale Ct/High St","-36.80786589","144.24088037","","","0","Level 0",""
"35596","35596","Lansell Plaza SC/High St","-36.80998520","144.24172328","","","0","Level 0",""
"35604","35604","Station St/High St","-36.79507457","144.24421930","","","0","Level 0",""
"35605","35605","Station St/High St","-36.79394185","144.24433834","","","0","Level 0",""
"35606","35606","Lansell St/High St","-36.79211831","144.24420201","","","0","Level 0",""
"35607","35607","Cooks Reserve/High St","-36.79077026","144.24436238","","","0","Level 0",""
"35608","35608","Rotary Park/High St","-36.78859649","144.24505652","","","0","Level 0",""
"35609","35609","Lindsay St/High St","-36.78593940","144.24628331","","","0","Level 0",""
"35610","35610","Mimosa St/High St","-36.78360257","144.24733050","","","0","Level 0",""
"35611","35611","Elm St/High St","-36.78143072","144.24888706","","","0","Level 0",""
"35612","35612","Oak St/High St","-36.78043803","144.24960596","","","0","Level 0",""
"35613","35613","Poplar St/High St","-36.77836343","144.25147260","","","0","Level 0",""
"35614","35614","Bay St/High St","-36.77662300","144.25337201","","","0","Level 0",""
"35615","35615","Fir St/High St","-36.77510376","144.25509541","","","0","Level 0",""
"35616","35616","Beech St/High St","-36.77397604","144.25660314","","","0","Level 0",""
"35617","35617","Maple St/High St","-36.77176917","144.25977356","","","0","Level 0",""
"35618","35618","Booth St/High St","-36.77032475","144.26279345","","","0","Level 0",""
"35619","35619","RF Turner Memorial Park/High St","-36.76877243","144.26465211","","","0","Level 0",""
"35620","35620","Shamrock St/High St","-36.76760701","144.26570166","","","0","Level 0",""
"35621","35621","Honeysuckle St/High St","-36.76567594","144.26794327","","","0","Level 0",""
"35630","35630","Violet St/High St","-36.76463783","144.26943624","","","0","Level 0",""
"35631","35631","Christian Church/High St","-36.76760831","144.26614967","","","0","Level 0",""
"35632","35632","Shamrock St/High St","-36.76927334","144.26448869","","","0","Level 0",""
"35633","35633","Booth St/High St","-36.77053366","144.26286443","","","0","Level 0",""
"35634","35634","Methodist Sunday School/High St","-36.77140496","144.26117556","","","0","Level 0",""
"35635","35635","Beech St/High St","-36.77343407","144.25772028","","","0","Level 0",""
"35636","35636","Fir St/High St","-36.77499062","144.25565957","","","0","Level 0",""
"35637","35637","Bay St/High St","-36.77644709","144.25394963","","","0","Level 0",""
"35638","35638","Poplar St/High St","-36.77804632","144.25217851","","","0","Level 0",""
"35640","35640","Oak St/High St","-36.78015306","144.25014270","","","0","Level 0",""
"35641","35641","Elm St/High St","-36.78215489","144.24863709","","","0","Level 0",""
"35642","35642","Mimosa St/High St","-36.78381434","144.24752458","","","0","Level 0",""
"35643","35643","Lindsay St/High St","-36.78602641","144.24653789","","","0","Level 0",""
"35644","35644","Wireless St/High St","-36.78893406","144.24523490","","","0","Level 0",""
"35645","35645","Guthrie St/High St","-36.79107259","144.24457563","","","0","Level 0",""
"35646","35646","Lions Park/High St","-36.79229640","144.24449816","","","0","Level 0",""
"35647","35647","Station St/High St","-36.79506331","144.24451104","","","0","Level 0",""
"35648","35648","Camp St/High St","-36.79730426","144.24399369","","","0","Level 0",""
"35649","35649","View St/High St","-36.79837083","144.24374254","","","0","Level 0",""
"35650","35650","Bank St/High St","-36.80128008","144.24289860","","","0","Level 0",""
"35651","35651","Crusoe Rd/High St","-36.80420837","144.24209874","","","0","Level 0",""
"35652","35652","Phillips Dr/High St","-36.80636826","144.24158415","","","0","Level 0",""
"35653","35653","Jacks Ave/High St","-36.81421436","144.23950915","","","0","Level 0",""
"35654","35654","Hammil St/Furness St","-36.81792907","144.23339026","","","0","Level 0",""
"35655","35655","Lowe St/Crusoe Rd","-36.81290174","144.23382910","","","0","Level 0",""
"35656","35656","Pittaway St/Crusoe Rd","-36.80902069","144.23666979","","","0","Level 0",""
"35657","35657","Hope St/Olympic Pde","-36.79405354","144.23789139","","","0","Level 0",""
"35658","35658","Crusoe College/Olympic Pde","-36.79127762","144.23594066","","","0","Level 0",""
"35659","35659","Browning St/MacKenzie St West","-36.78816959","144.24102707","","","0","Level 0",""
"35660","35660","Alder St/MacKenzie St West","-36.78612536","144.24225443","","","0","Level 0",""
"35671","35671","Maple St/Marong Rd","-36.75896291","144.25272549","","","0","Level 0",""
"35672","35672","Victoria Hill Historic Mining Site/Marong Rd","-36.75741009","144.25924319","","","0","Level 0",""
"35675","35675","St John of God Bendigo Hospital/Barnard St","-36.76068046","144.26350607","","","0","Level 0",""
"35676","35676","Old Violet St/Barnard St","-36.75920376","144.26630259","","","0","Level 0",""
"35682","35682","Old Violet St/Barnard St","-36.75940340","144.26636270","","","0","Level 0",""
"35688","35688","Maple St/Marong Rd","-36.75911267","144.25296654","","","0","Level 0",""
"35705","35705","John St/MacKenzie St West","-36.78623627","144.24237369","","","0","Level 0",""
"35706","35706","Browning St/MacKenzie St West","-36.78787176","144.24139630","","","0","Level 0",""
"35707","35707","Crusoe College/Olympic Pde","-36.79123677","144.23612140","","","0","Level 0",""
"35708","35708","Station St/Olympic Pde","-36.79422368","144.23823264","","","0","Level 0",""
"35715","35715","Aspinall St/Olympic Pde","-36.78619327","144.23238130","","","0","Level 0",""
"35722","35722","Norma St/Aspinall St","-36.78071534","144.24135050","","","0","Level 0",""
"35723","35723","Druid St/Aspinall St","-36.77928539","144.24225322","","","0","Level 0",""
"35724","35724","Allpress Dr/Aspinall St","-36.77528666","144.24469306","","","0","Level 0",""
"35725","35725","Tomkinson Dr/Aspinall St","-36.77389140","144.24553838","","","0","Level 0",""
"35737","35737","Kirby St/Symonds St","-36.77314989","144.24815261","","","0","Level 0",""
"35738","35738","Kirby St/Symonds St","-36.77323450","144.24791434","","","0","Level 0",""
"35739","35739","Bissell Dr/Aspinall St","-36.77388577","144.24568421","","","0","Level 0",""
"35740","35740","Allpress Dr/Aspinall St","-36.77543203","144.24474386","","","0","Level 0",""
"35741","35741","Druid St/Aspinall St","-36.77931500","144.24236418","","","0","Level 0",""
"35742","35742","Norma St/Aspinall St","-36.78126997","144.24117377","","","0","Level 0",""
"35756","35756","Mitchell St Central/Mitchell St","-36.76032325","144.27935596","","","0","Level 0","Bay A"
"35759","35759","Rathbones Lane/Monsants Rd","-36.75148683","144.19881215","","","0","Level 0",""
"35764","35764","St Josephs PS/Russell St","-36.76975322","144.27793601","","","0","Level 0",""
"35765","35765","Hamlet St/Russell St","-36.77228973","144.28008668","","","0","Level 0",""
"35774","35774","Golden Oaks Village West/Hattam St","-36.78164628","144.25665447","","","0","Level 0",""
"35775","35775","Golden Oaks Village/Hattam St","-36.78141282","144.25825367","","","0","Level 0",""
"35777","35777","Guidice St/Young St","-36.77833908","144.25978600","","","0","Level 0",""
"35788","35788","High St/Myrtle St","-36.76416979","144.27142420","","","0","Level 0",""
"35789","35789","Brougham St/Williamson St","-36.76536949","144.28801520","","","0","Level 0",""
"35790","35790","Havlin St/Williamson St","-36.76757002","144.29045796","","","0","Level 0",""
"35791","35791","Shipp St/Williamson St","-36.76856905","144.29158774","","","0","Level 0",""
"35796","35796","La Trobe University Bendigo/Retreat Rd","-36.78286065","144.28876539","","","0","Level 0",""
"35797","35797","Cook St/Retreat Rd","-36.78562584","144.28870152","","","0","Level 0",""
"35798","35798","Stanley Ave/Retreat Rd","-36.78871143","144.28806612","","","0","Level 0",""
"35799","35799","Kristy Dr/Retreat Rd","-36.79273497","144.28785697","","","0","Level 0",""
"35800","35800","174 Retreat Rd","-36.79498612","144.28777755","","","0","Level 0",""
"35801","35801","Joachim Lane/Retreat Rd","-36.79787635","144.28766437","","","0","Level 0",""
"35802","35802","Wattle Dr/Mandurang Rd","-36.79943977","144.28785573","","","0","Level 0",""
"35803","35803","Bendigo Retirement Village/Mandurang Rd","-36.80218209","144.28915977","","","0","Level 0",""
"35804","35804","Bendigo Retirement Village/Francis St","-36.80273664","144.29134789","","","0","Level 0",""
