listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,property_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,agent_names,url
16899402,SOUTH DUDLEY,3995,510,2216,"Monday, 15 September 2025",2025-08-25,15,4,2,,House,21 Carl Street,-38.59855,145.57648,2025-09-09 16:17:31,16899402,ZT-8732-IZ,15,0,0,False,House,House,Ray White Wonthaggi,21666,Rentals Wonthaggi,https://www.domain.com.au/21-carl-street-south-dudley-vic-3995-16899402
