listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,agent_names,url
17751927,BOORHAMAN NORTH,3685,470,2042,"Monday, 22 September 2025",2025-09-08,1,3,2,4,House,33 Old Murray Valley Highway,-36.06988,146.20496,2025-09-09 16:28:26,17751927,21,0,2,False,House,House,Kennedy Real Estate,13719,Caitlyn Whitelock,https://www.domain.com.au/33-old-murray-valley-highway-boorhaman-north-vic-3685-17751927
