listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,agent_names,structured_features,url
17636220,COOLAROO,3048,480,2080,"Friday, 11 July 2025",2025-06-24,77,3,1,,House,13 Marcus Crescent,-37.656277,144.93346,2025-09-09 17:02:00,17636220,14,0,0,False,House,House,YPA Hume City,12708,Gonul Yesilkaya,"Bath, Heating, Dishwasher, Balcony / Deck",https://www.domain.com.au/13-marcus-crescent-coolaroo-vic-3048-17636220
17730272,COOLAROO,3048,460,1995,"Monday, 01 September 2025",2025-08-25,15,3,1,2.0,House,16 Bushfield Crescent,-37.661213,144.93521,2025-09-09 17:02:00,17730272,13,0,0,False,House,House,YPA Hume City,12708,Gonul Yesilkaya,"Built in wardrobes, Heating, Study",https://www.domain.com.au/16-bushfield-crescent-coolaroo-vic-3048-17730272
17730621,COOLAROO,3048,550,2385,"Monday, 15 September 2025",2025-08-25,15,3,1,,House,9 Hilgay Street,-37.66232,144.93614,2025-09-09 17:02:00,17730621,13,0,0,False,House,House,YPA Hume City,12708,Payal Payal,"Heating, Dishwasher, Shed",https://www.domain.com.au/9-hilgay-street-coolaroo-vic-3048-17730621
17745110,COOLAROO,3048,530,2300,"Wednesday, 10 September 2025",2025-09-03,6,3,1,1.0,House,18 Karnak Crescent,-37.656628,144.93327,2025-09-09 17:02:00,17745110,10,0,0,False,House,House,YPA Hume City,12708,Ayse Tutuncu,,https://www.domain.com.au/18-karnak-crescent-coolaroo-vic-3048-17745110
17747247,COOLAROO,3048,460,1995,"Thursday, 02 October 2025",2025-09-04,5,3,1,3.0,House,19 Karnak Crescent,-37.657074,144.93329,2025-09-09 17:02:00,17747247,13,0,0,False,House,House,YPA Hume City,12708,Gonul Yesilkaya,"Secure Parking, Heating, Shed",https://www.domain.com.au/19-karnak-crescent-coolaroo-vic-3048-17747247
17747466,COOLAROO,3048,480,2085,"Wednesday, 17 September 2025",2025-09-04,5,3,1,4.0,House,2 Digby Court,-37.663445,144.92926,2025-09-09 17:02:00,17747466,10,0,1,False,House,House,Kathmandu Properties,32463,"Kathmandu Properties Rental, Sharmila Ghimire","Heating, Fully fenced, Outdoor Entertainment Area, Shed, Built in wardrobes, Floorboards, Air conditioning",https://www.domain.com.au/2-digby-court-coolaroo-vic-3048-17747466
17754215,COOLAROO,3048,640,2781,"Tuesday, 09 September 2025",2025-09-09,0,4,2,2.0,House,24 Flynn Crescent,-37.658203,144.9333,2025-09-09 17:02:00,17754215,13,0,0,False,House,House,Barry Plant Glenroy,11897,Samjhana Kafle,"Internal Laundry, Bath, Heating",https://www.domain.com.au/24-flynn-crescent-coolaroo-vic-3048-17754215
