listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,property_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,agent_names,url
13241960,KYABRAM,3620,,200,,2019-05-21,2303,,,,House,5-9 Greed Road,-36.30476,145.03488,2025-09-09 16:50:18,13241960,FA-3081-YO,2,0,0,False,House,House,Mcconnell First National,8435,Chloe Chiswell,https://www.domain.com.au/5-9-greed-road-kyabram-vic-3620-13241960
