listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,agent_names,url
17720389,ROSS CREEK,3351,580,2520,"Friday, 29 August 2025",2025-08-18,22,3,1,1,House,926 Sebastopol-smythesdale Road,-37.625156,143.78435,2025-09-09 16:41:57,17720389,17,0,0,False,House,House,Ray White Ballarat,11641,Lauren Hodgson,https://www.domain.com.au/926-sebastopol-smythesdale-road-ross-creek-vic-3351-17720389
