listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,agent_names,url
17650012,TOORADIN,3980,250,1086,"Wednesday, 02 July 2025",2025-07-02,69,,,,Vacant land,17A Harewood Street,-38.213634,145.38577,2025-09-09 16:42:37,17650012,4,0,0,False,Land,Vacant land,Hall & Partners First National Dandenong,17903,Jackie Lyons,https://www.domain.com.au/17a-harewood-street-tooradin-vic-3980-17650012
