listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,agent_names,url
17732177,BARONGAROOK,3249,280,1213,"Friday, 29 August 2025",2025-08-26,14,2,1,1,Apartment / Unit / Flat,3/295 Colac Lavers Hill Road,-38.429592,143.57692,2025-09-09 16:20:21,17732177,7,0,0,False,Apartment,Apartment / Unit / Flat,Charles Stewart Real Estate Colac,21617,Daniella De Rooy,https://www.domain.com.au/3-295-colac-lavers-hill-road-barongarook-vic-3249-17732177
