listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,structured_features,url
17737252,MOUNT BULLER,3723,850,3400,"Tuesday, 28 October 2025",2025-08-28,11,3,3,3,Townhouse,1/7 Delatite lane,-37.146248,146.45332,2025-09-09 16:23:25,17737252,25,0,1,False,Townhouse/Villa,Townhouse,RentBetter,27499,"Balcony / Deck, Built in wardrobes, Dishwasher, Fireplace(s), Furnished, Garden / Courtyard, Heating, Tennis Court",https://www.domain.com.au/1-7-delatite-lane-mount-buller-vic-3723-17737252
