listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,agent_names,structured_features,url
17724315,PAYNESVILLE,3880,380,1520,"Monday, 06 October 2025",2025-08-20,20,3,2,1,Apartment / Unit / Flat,9/19 Toonalook Parade,-37.91732,147.71643,2025-09-09 16:40:18,17724315,8,0,0,False,Apartment,Apartment / Unit / Flat,OBrien Real Estate Bairnsdale,15133,Maggie Cullen,"Air conditioning, Internal Laundry",https://www.domain.com.au/9-19-toonalook-parade-paynesville-vic-3880-17724315
17741701,PAYNESVILLE,3880,420,1680,"Monday, 20 October 2025",2025-09-01,8,2,2,2,House,2 Eaton Place,-37.914978,147.72203,2025-09-09 16:40:18,17741701,12,0,0,False,House,House,OBrien Real Estate Bairnsdale,15133,Maggie Cullen,"Air conditioning, Secure Parking, Solar panels",https://www.domain.com.au/2-eaton-place-paynesville-vic-3880-17741701
17743945,PAYNESVILLE,3880,550,2173,"Thursday, 18 September 2025",2025-09-02,7,3,1,2,House,4 The Moorings,-37.91421,147.72142,2025-09-09 16:40:18,17743945,13,0,0,True,House,House,King & Heath First National Bairnsdale,26483,Megan Smith,"Internal Laundry, Heating, Dishwasher, Balcony / Deck",https://www.domain.com.au/4-the-moorings-paynesville-vic-3880-17743945
17748926,PAYNESVILLE,3880,470,2042,"Friday, 10 October 2025",2025-09-05,4,3,2,3,House,4 Main Road,-37.9183,147.71864,2025-09-09 16:40:18,17748926,8,0,0,True,House,House,King & Heath First National Bairnsdale,26483,Megan Smith,"Built in wardrobes, Heating, Balcony / Deck",https://www.domain.com.au/4-main-road-paynesville-vic-3880-17748926
17749446,PAYNESVILLE,3880,390,1560,"Wednesday, 22 October 2025",2025-09-05,4,2,1,1,Apartment / Unit / Flat,2/27 Main Road,-37.916695,147.7183,2025-09-09 16:40:18,17749446,10,0,0,False,Apartment,Apartment / Unit / Flat,LJ Hooker Paynesville,26139,Lucy Darby,"Built in wardrobes, Internal Laundry, Secure Parking, Heating, Air conditioning, Courtyard, Fully fenced, Reverse Cycle AC",https://www.domain.com.au/2-27-main-road-paynesville-vic-3880-17749446
17750309,PAYNESVILLE,3880,450,1800,"Thursday, 04 September 2025",2025-09-06,3,3,2,2,House,9 Lara Close,-37.906082,147.71814,2025-09-09 16:40:18,17750309,15,0,0,False,House,House,OBrien Real Estate Bairnsdale,15133,Kellie Irvine,"Secure Parking, Heating, Dishwasher",https://www.domain.com.au/9-lara-close-paynesville-vic-3880-17750309
