listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,agent_names,structured_features,url
15650805,VINIFERA,3591,285,1238,"Monday, 11 August 2025",2025-07-04,67,2,1,1,Apartment / Unit / Flat,2520 Murray Valley Highway,-35.19232,143.38034,2025-09-09 16:26:21,15650805,8,0,0,False,Apartment,Apartment / Unit / Flat,Graeme Hayes Real Estate Pty Ltd,29987,Emily Edwards,"Deck, Built in wardrobes, Split-System Air Conditioning, Split-System Heating",https://www.domain.com.au/2520-murray-valley-highway-vinifera-vic-3591-15650805
17735981,VINIFERA,3591,550,2200,"Friday, 12 September 2025",2025-08-28,12,4,1,3,House,2437 Murray Valley Highway,-35.197678,143.38654,2025-09-09 16:26:21,17735981,9,0,0,False,House,House,Ray White Swan Hill,28544,Heidi Watson,,https://www.domain.com.au/2437-murray-valley-highway-vinifera-vic-3591-17735981
