listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,agent_names,url
17681327,KERGUNYAH,3691,700,3041,"Friday, 01 August 2025",2025-07-23,48,4,2,4,House,2688b Kiewa Valley Highway,-36.35539,147.0213,2025-09-09 16:17:27,17681327,9,0,0,False,House,House,PJ Murphy Real Estate,17470,Kerri-Ann Hudson,https://www.domain.com.au/2688b-kiewa-valley-highway-kergunyah-vic-3691-17681327
