listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,agent_names,structured_features,url
17691410,EAST GEELONG,3219,470,2042,"Thursday, 14 August 2025",2025-07-30,41,2,2,1,Apartment / Unit / Flat,1/102 Ormond Road,-38.162758,144.37856,2025-09-09 16:22:19,17691410,7,0,0,False,Apartment,Apartment / Unit / Flat,Barry Plant Geelong Sales,5005,Geelong Leasing,"Secure Parking, Heating, Dishwasher",https://www.domain.com.au/1-102-ormond-road-east-geelong-vic-3219-17691410
17729550,EAST GEELONG,3219,340,1477,"Sunday, 21 September 2025",2025-08-25,15,1,1,1,Apartment / Unit / Flat,7/56 Ormond Road,-38.159313,144.3753,2025-09-09 16:22:19,17729550,7,0,0,False,Apartment,Apartment / Unit / Flat,Barry Plant Geelong Sales,5005,Geelong Leasing,"Built in wardrobes, Gas, Heating",https://www.domain.com.au/7-56-ormond-road-east-geelong-vic-3219-17729550
17732950,EAST GEELONG,3219,720,3128,"Monday, 15 September 2025",2025-08-26,13,3,2,2,House,8 Loch St,-38.159916,144.37491,2025-09-09 16:22:19,17732950,14,0,1,False,House,House,Hayeswinckle East Geelong,26858,"Sophie Richmond, Emily Johnstone","Air conditioning, Secure Parking, Bath, Heating, Dishwasher",https://www.domain.com.au/8-loch-st-east-geelong-vic-3219-17732950
17734070,EAST GEELONG,3219,530,2296,"Friday, 03 October 2025",2025-08-27,13,3,2,2,Townhouse,6B McNeil Avenue,-38.163986,144.37843,2025-09-09 16:22:19,17734070,9,0,0,False,Townhouse/Villa,Townhouse,Buxton Geelong East Pty Ltd,22460,"Carly Charles, Sophie Kennedy-Rush","Secure Parking, Heating",https://www.domain.com.au/6b-mcneil-avenue-east-geelong-vic-3219-17734070
17741025,EAST GEELONG,3219,520,2259,"Monday, 13 October 2025",2025-09-01,8,3,1,2,House,227 McKillop Street,-38.158188,144.37569,2025-09-09 16:22:19,17741025,16,0,1,False,House,House,McGrath Geelong | Newtown,5797,Rajesh Chaubay,"Built in wardrobes, Gas, Heating, Dishwasher, Air conditioning",https://www.domain.com.au/227-mckillop-street-east-geelong-vic-3219-17741025
17741478,EAST GEELONG,3219,550,2390,"Tuesday, 30 September 2025",2025-09-01,8,3,1,2,House,153 Garden St,-38.160313,144.36922,2025-09-09 16:22:19,17741478,14,0,0,False,House,House,Hayeswinckle Geelong,33394,Dejana Bailey,"Gas, Internal Laundry, Bath, Fireplace(s), Heating, Shed",https://www.domain.com.au/153-garden-st-east-geelong-vic-3219-17741478
17749444,EAST GEELONG,3219,600,2607,"Tuesday, 30 September 2025",2025-09-05,4,4,1,2,House,73 Normanby Street,-38.16032,144.37207,2025-09-09 16:22:19,17749444,12,0,0,False,House,House,P Di Natale Real Estate,15264,Charlene Hobbs,"Outdoor Entertainment Area, Ducted Heating",https://www.domain.com.au/73-normanby-street-east-geelong-vic-3219-17749444
17751711,EAST GEELONG,3219,500,2172,"Friday, 10 October 2025",2025-09-08,1,3,1,2,House,43 Breakwater Road,-38.167873,144.37286,2025-09-09 16:22:19,17751711,8,0,0,False,House,House,Maxwell Collins Real Estate,12185,Mel Keay,"Gas, Shed, Balcony / Deck, Air conditioning, Heating, Built in wardrobes, Close to transport, Close to shops",https://www.domain.com.au/43-breakwater-road-east-geelong-vic-3219-17751711
17753976,EAST GEELONG,3219,490,1960,"Friday, 10 October 2025",2025-09-09,0,3,2,2,House,7 Darling Street,-38.162243,144.37471,2025-09-09 16:22:19,17753976,14,0,0,False,House,House,Maxwell Collins Real Estate,12185,William Doyle,"Built in wardrobes, Secure Parking, Study, Air conditioning, Heating, Close to shops, Close to schools, Ensuite",https://www.domain.com.au/7-darling-street-east-geelong-vic-3219-17753976
