listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,agent_names,structured_features,url
17731212,BOORT,3537,230,999,"Friday, 29 August 2025",2025-08-26,14,1,1,1,House,33 Barclay Street,-36.125134,143.71805,2025-09-09 16:29:41,17731212,8,0,0,False,House,House,Graeme Hayes Real Estate Pty Ltd,29987,"Chelsea Manuel, Gemma Eagles","Shed, Built in wardrobes, Air conditioning, Split-System Air Conditioning, Split-System Heating",https://www.domain.com.au/33-barclay-street-boort-vic-3537-17731212
