listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,agent_names,structured_features,url
17736917,HIDDEN VALLEY,3756,550,2383,"Friday, 05 September 2025",2025-08-28,12,3,2,2,House,19 Lakeside Drive,-37.393692,144.99702,2025-09-09 16:15:23,17736917,7,0,0,False,House,House,Barry Plant Mitchell Shire,20643,Julie Brown,"Secure Parking, Heating, Ensuite",https://www.domain.com.au/19-lakeside-drive-hidden-valley-vic-3756-17736917
