listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,agent_names,url
17667917,CARDROSS,3496,450,1955,"Monday, 25 August 2025",2025-07-14,57,3,1,2,House,21 View Road,-34.299053,142.13542,2025-09-09 16:54:13,17667917,7,0,0,False,House,House,Collie & Tierney First National,13656,Lisa Kalemkeridis,https://www.domain.com.au/21-view-road-cardross-vic-3496-17667917
