listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,agent_names,url
17746830,KILCUNDA,3995,440,1911,"Thursday, 18 September 2025",2025-09-04,5,2,1,,House,2 Wave St,-38.543793,145.47375,2025-09-09 16:40:39,17746830,1,0,0,False,House,House,Ray White Wonthaggi,21666,Rentals Wonthaggi,https://www.domain.com.au/2-wave-st-kilcunda-vic-3995-17746830
