listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,property_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,structured_features,url
17543716,LISMORE,3324,480,1920,"Friday, 08 August 2025",2025-07-30,40,5,2,2,House,,-37.954052,143.34615,2025-09-09 16:41:31,17543716,EV-7239-YQ,12,0,0,False,House,House,RentBetter,27499,"Secure Parking, Air conditioning, Alarm System, Balcony / Deck, Built in wardrobes, Dishwasher, Fireplace(s), Garden / Courtyard, Heating, Rainwater storage tank, Shed",https://www.domain.com.au/lismore-vic-3324-17543716
