listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,agent_names,structured_features,url
17751830,CONNEWARRE,3227,2000,8690,"Saturday, 27 September 2025",2025-09-08,1,4,3,2,New House & Land,39 Samphire Drive,-38.270233,144.45113,2025-09-09 16:59:38,17751830,16,0,0,False,House,New House & Land,Jellis Craig Barwon Heads,36947,Bev Park,"Swimming Pool, Heating, Study, Built in wardrobes, Garden / Courtyard, Outdoor Entertainment Area, Dishwasher, Remote Garage, Ensuite",https://www.domain.com.au/39-samphire-drive-connewarre-vic-3227-17751830
