listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,property_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,agent_names,url
13243113,TONGALA,3621,18,150,"Tuesday, 21 May 2019",2019-05-21,2302,,,,House,5 Greiner Court,-36.253555,144.94455,2025-09-09 16:28:18,13243113,QI-2467-UJ,12,0,0,False,House,House,Mcconnell First National,8435,Chloe Chiswell,https://www.domain.com.au/5-greiner-court-tongala-vic-3621-13243113
