listing_id,suburb,postcode,weekly_rent,bond,available_date,date_listed,days_listed,bedrooms,bathrooms,carspaces,property_type,address,lat,lon,scraped_date,domain_page_id,photo_count,video_count,floorplans_count,virtual_tour,primary_type,secondary_type,agency,agency_id,url
16834853,MOUNT EGERTON,3352,,2390,"Tuesday, 16 January 2024",2024-01-16,601,,,,Acreage / Semi-Rural,"2E Hines Lane,",-37.61194,144.11002,2025-09-09 16:30:21,16834853,4,0,0,False,Any,Acreage / Semi-Rural,Westside Real Estate,12961,https://www.domain.com.au/2e-hines-lane-mount-egerton-vic-3352-16834853
