,SA2_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size,Owner occupied (%),Mortgage (%),Total rented (%),Other tenure (%),Unemployment,post_gradutae (%),Graduate_diploma_certificate(%),Bachelor (%),Advanced_&_Diploma (%),Certificate_level (%),Total_persons
343,212011550,32,1950,879,366,2054,0.8,1887,2.9,0.1585708550782818,0.5190686471296668,0.28663187474909674,0.022079486150140507,0.04104383075753737,0.07959067652075043,0.025014212620807278,0.2436043206367254,0.18646958499147243,0.37038089823763504,3518
344,212011551,35,1517,674,335,1509,0.8,1235,2.3,0.2192948469585432,0.29019759783029836,0.39635800077489347,0.06935296396745448,0.06390850992263707,0.07473309608540925,0.029763830475574248,0.164024587512132,0.16564218699450017,0.3743125202199935,3091
345,212011552,33,1800,788,369,1959,0.8,1803,3.0,0.1886506641808436,0.4955721277091587,0.28256816592868794,0.017128874388254486,0.052595834591005135,0.07671957671957672,0.032407407407407406,0.20965608465608465,0.1857638888888889,0.3688822751322751,12096
346,212021293,43,2000,820,380,2311,0.7,1885,2.6,0.3805383515959981,0.3851834206765126,0.1825869461648404,0.035493091948546926,0.044690377629466926,0.08945147679324894,0.044135021097046416,0.26354430379746835,0.1827848101265823,0.3087763713080169,11850
347,212021295,34,1500,584,320,1391,0.9,1262,2.7,0.22521631644004944,0.311495673671199,0.41508034610630407,0.016810877626699628,0.09455824539623423,0.06496762063923125,0.019218717359515355,0.2034677250887821,0.1573010236055985,0.3118863588886568,4787
348,212021297,36,1700,607,361,1633,0.9,1496,3.0,0.28551256707144873,0.41824343405817566,0.2592487997740751,0.016661959898333804,0.07793764988009592,0.07533687219273173,0.022253981216823194,0.23581053491220907,0.1833401388321764,0.3121682319314006,4898
349,212021299,43,2372,818,400,2640,0.8,2659,3.3,0.43197573656845756,0.49913344887348354,0.04072790294627383,0.012564991334488735,0.03598971722365039,0.06711409395973154,0.03231419338801889,0.263733532189908,0.17002237136465326,0.33432761620681084,4023
350,212021453,39,1836,695,369,1992,0.8,1823,2.9,0.3588688946015424,0.4334190231362468,0.18483290488431878,0.007969151670951156,0.05912897822445561,0.09333795975017349,0.03278972935461485,0.2623178348369188,0.1844205412907703,0.3025676613462873,5764
351,212021454,39,1918,676,383,1893,0.8,1733,2.9,0.3840036355373779,0.41513292433537835,0.17655078391274712,0.012724380822540331,0.06774193548387097,0.10198431010613752,0.029687740347638825,0.2716505153053376,0.20027688047992617,0.27395785263805567,6501
352,212021455,36,1733,766,370,2083,0.8,1920,3.0,0.2792565396971088,0.48416704910509406,0.2104176227627352,0.007572280862781092,0.051446051167964406,0.07209633972429091,0.030581524322611315,0.23878941530660752,0.17366502931389638,0.36412612898114405,6311
353,212021456,35,1738,715,360,1809,0.8,1615,2.8,0.23563563563563564,0.4016016016016016,0.33933933933933935,0.008008008008008008,0.06978021978021978,0.08212347851591142,0.02610353424255756,0.22613286405631325,0.18067165273500513,0.34081243584103244,6819
354,212021553,35,2100,883,430,2456,0.8,2361,3.3,0.20804859529233105,0.5626423690205011,0.21678056188306757,0.005125284738041002,0.05015479876160991,0.12102359431858199,0.03826740227726259,0.29134874985326914,0.18182885315177838,0.28113628360136167,8519
355,212021554,34,2000,880,400,2268,0.9,2175,3.1,0.15940366972477063,0.510894495412844,0.31536697247706424,0.005733944954128441,0.0553729871837003,0.13463626492942454,0.03764024610930149,0.28067318132464714,0.17444806369887803,0.2879116901918205,5526
