StopName,StopType,Latitude,Longitude
Market St/Flinders St,Metro Bus,-37.81897283,144.96179986
Market St/Whitehorse Rd,Metro Bus,-37.81683817,145.22334509
Marks St/York St,Metro Bus,-37.73434261,144.914654935
Marlborough Rd/Mountain Hwy,Metro Bus,-37.84240957,145.25556296
Marlborough St/Albert St,Metro Bus,-37.718180219999994,144.967804505
Marlborough St/North Rd,Metro Bus,-37.90750444,145.0686851
Marlborough St/Stockdale Ave,Metro Bus,-37.91743654,145.06655974
Marlborough St/Whitehorse Rd,Metro Bus,-37.81560319,145.10370829
Marlborough Street Reserve/Marlborough St,Metro Bus,-37.911666045000004,145.068024595
Marlesford Crst/Bermersyde Dr,Metro Bus,-38.05770851,145.34681831
Marley Bvd/Eliot Ave,Metro Bus,-37.57981002,145.12965957
Marlo St/Templeton St,Metro Bus,-37.858809484999995,145.227970035
Marlow Pl/Wycliffe Cres,Metro Bus,-37.71440397,145.16383055
Marne Rd/Swansea Rd,Metro Bus,-37.791953355000004,145.36085065499998
Maroo St/Poath Rd,Metro Bus,-37.89015025,145.07764444
Maroona Rd/Neerim Rd,Metro Bus,-37.88760323,145.04828274
Maroona Rd/Wickham Rd,Metro Bus,-37.94413302,145.0347028
Maroondah Golf Park/Maroondah Hwy,Metro Bus,-37.766684545000004,145.301483055
Maroondah Hospital/Grey St,Metro Bus,-37.807723370000005,145.25535719
Maroondah Hospital/Mt. Dandenong Rd,Metro Bus,-37.80639767,145.25377545
Maroondah Hwy/Anderson St,Metro Bus,-37.75793009,145.35458097
Maroondah Hwy/Fletcher Rd,Metro Bus,-37.76163307,145.31245109
Maroondah Hwy/Green St,Metro Bus,-37.65427646,145.5168306
Maroondah Hwy/Kalinda Rd,Metro Bus,-37.79484411,145.25681861
Maroondah Hwy/Kent Ave,Metro Bus,-37.78743641,145.2758207
Maroondah Hwy/Killara Rd,Metro Bus,-37.72474494,145.37917709
Maroondah Hwy/Midhurst Rd,Metro Bus,-37.7870403,145.273081795
Maroondah Hwy/Wallace Pde,Metro Bus,-37.64841741,145.54206551
Maroondah Hwy/Yarra Rd,Metro Bus,-37.78466059,145.27581707
Marriott Dr/Bentons Rd,Metro Bus,-38.24929456,145.05670052
Marriott Waters SC/Marriott Bvd,Metro Bus,-38.077383085,145.25137380500001
Marseilles Pl/Riverdale Bvd,Metro Bus,-37.616409,145.09530949
Marsh Dr/Sayers Rd,Metro Bus,-37.85311163,144.73562377
Marsh St/Rosamond Rd,Metro Bus,-37.78088867,144.88460411
Marshall Ave/Church Rd,Metro Bus,-37.792205875,145.13688236000002
Marshall Ct/Pound Rd,Metro Bus,-38.02622332,145.25108699
Marshall Dr/Childs Rd,Metro Bus,-37.66358633,145.05656297000002
Marshall Pl/Frawley Rd,Metro Bus,-37.99961607,145.25808544
Marshall Rd/Middleborough Rd,Metro Bus,-37.80533239,145.14119243
Marshall St/Heatherton Rd,Metro Bus,-37.96682655,145.18919423
Marshall St/Lower Heidelberg Rd,Metro Bus,-37.771754605,145.046848545
Marsham Rd/Stephensons Rd,Metro Bus,-37.86273853,145.1315098
Marshy Way/Cloverton Bvd,Metro Bus,-37.5408652,144.964191395
Martell St/Joseph St,Metro Bus,-37.684922045,144.92232775
Martens Ct/Melba Ave,Metro Bus,-37.572754595000006,144.69959102
Marthas Ridge Dr/Racecourse Rd,Metro Bus,-38.25817022,145.05449835
Martin St/Blackburn Rd,Metro Bus,-37.90802,145.1415457
Martin St/Burgundy St,Metro Bus,-37.75527461,145.05929096
Martin St/Devonshire Rd,Metro Bus,-37.78530316,144.83543665
Martin St/Drake St,Metro Bus,-37.895668655,144.99203943499998
Martin St/New St,Metro Bus,-37.89655123,144.99464811
Martin St/St Kilda St,Metro Bus,-37.895700305000005,144.989934745
Martin St/Tramway Pde,Metro Bus,-37.99133923,145.04029278000002
Martins Lane/Franklin Rd,Metro Bus,-38.32705614,144.71696741
Martins Lane/Winston Rd,Metro Bus,-37.73319343,145.09118039499998
Marvin Ave/Dundas St,Metro Bus,-38.37208456,144.81829131
Marwal Ave/Doncaster Rd,Metro Bus,-37.79299645,145.07232945
Mary Mackillop Catholic PS/Ernst Wanke Rd,Metro Bus,-37.99653099,145.31162548999998
Mary Mackillop Catholic PS/Narre Warren North Rd,Metro Bus,-37.99596551,145.31303918
Mary Mackillop Reserve/Middlesex Rd,Metro Bus,-37.82916947,145.08941987
Mary St/Park St,Metro Bus,-37.859160235000004,144.97273594
Mary St/Vanessa Dr,Metro Bus,-38.02754177,145.250058765
Maryborough Ave/Dunne St,Metro Bus,-37.71380586,145.03724823
Marykirk Dr/Ferntree Gully Rd,Metro Bus,-37.908178,145.20158647
Marykirk Dr/Garnett Rd,Metro Bus,-37.91082713,145.19567536
Marylebone St/Rolling Meadows Dr,Metro Bus,-37.57107499,144.75343317
Marymede Catholic College/Williamsons Rd,Metro Bus,-37.64275468,145.09271008
Maryville Way/Underwood Rd,Metro Bus,-37.86637626,145.28710113
Mascoma St/Lockheed St,Metro Bus,-37.71619706,144.897648165
Masefield Ave/Fernhill Rd,Metro Bus,-37.95678134,145.01140916
Maserati Dr/Findon Rd,Metro Bus,-37.63820456,145.03296687
Mashoobra St/Boundary Rd,Metro Bus,-37.71860159,144.956992715
Mason Ave/Dromana Pde,Metro Bus,-38.32614066,144.98035255
Mason Ct/Rowans Rd,Metro Bus,-37.949272005,145.049730235
Mason St/Blenheim Rd,Metro Bus,-37.84092038,144.8644244
Mason St/Glenfern Rd,Metro Bus,-37.89617156,145.29401898
Mason St/McIntosh Rd,Metro Bus,-37.8393418,144.85912926499998
Mason St/Melbourne Rd,Metro Bus,-37.841887725,144.883055455
Mason St/Millers Rd,Metro Bus,-37.83876128,144.84681715
Mason St/Mills St,Metro Bus,-37.83880098,144.85516215500002
Mason St/Mont Albert Dr,Metro Bus,-37.67484678,144.96704293
Masonic Ave/Ringwood-Warrandyte Rd,Metro Bus,-37.74214825,145.23071604
Masonic Ave/Warrandyte-Ringwood Rd,Metro Bus,-37.7419424,145.23081174
Masons Rd/Blackburn Rd,Metro Bus,-37.83132732,145.15522046
Masons Rd/Pearson Rd,Metro Bus,-37.58565234,145.08596934
Massey Ave/Broadhurst Ave,Metro Bus,-37.70723472,144.99063665
Mast Gully Rd/Mt Dandenong Tourist Rd,Metro Bus,-37.88707788,145.33934993
Mast Gully Rd/The Avenue,Metro Bus,-37.89985002,145.33279626
Masters Cct/James Mirams Dr,Metro Bus,-37.62076885,144.92273292
Mathoura Rd/Errol Bvd,Metro Bus,-37.53341223,144.89913117
Matilda Dr/Church Rd,Metro Bus,-38.00091401,145.16508915
Matlock Rd/Lewis Rd,Metro Bus,-37.858675555,145.25246858999998
Matson Dr/Glenfern Rd,Metro Bus,-37.91728401,145.33471202
Matterhorn Dr/Thompsons Rd,Metro Bus,-38.09068161,145.34224441
Matthew Cl/Westmill Dr,Metro Bus,-37.87516629,144.67209287
Matthews Ave/Keilor Rd,Metro Bus,-37.73577776,144.88847039
Matthews Cres/Roxburgh Park Dr,Metro Bus,-37.6354497,144.92275474
Matthieson Lane/Nepean Hwy,Metro Bus,-37.95320431,145.0491084
Maureen Cres/Buckley St,Metro Bus,-37.97585744,145.172657995
Maurice Ct/Rooks Rd,Metro Bus,-37.823173284999996,145.185496585
Mavista Ave/Canova Dr,Metro Bus,-37.86387672,145.16259364
Mavron Ave/Leakes Rd,Metro Bus,-37.8381309,144.73495713
Mawby Rd/East Boundary Rd,Metro Bus,-37.92987907,145.05709773
Max Pawsey Reserve/Princes Hwy,Metro Bus,-38.0192036,145.29653541
Maxine Dr/St Helena Rd,Metro Bus,-37.68903294,145.13273672
Maxwell St/Albion Rd,Metro Bus,-37.86815799,145.06917864
Maxwell St/Dunns Rd,Metro Bus,-38.23879275,145.04887953
May Ave/Merton St,Metro Bus,-37.88021601,144.77640515000002
May Park Ave/Warrigal Rd,Metro Bus,-37.86724527,145.09279068
May St/Blackburn Rd,Metro Bus,-37.78415225,145.162900605
May St/Evell St,Metro Bus,-37.70075837500001,144.945346685
May St/Millers Rd,Metro Bus,-37.83285538,144.84811374
May St/Mills St,Metro Bus,-37.83412964,144.85596784
May St/O'Hea St,Metro Bus,-37.7371131,144.96096055
Mayer Park/Normanby Ave,Metro Bus,-37.75811736,144.98702447
Mayfair Cl/Hansworth St,Metro Bus,-37.93100428,145.18217733
Mayfield Dr/Plenty Rd,Metro Bus,-37.67361104,145.07047979
Mayfield Dr/Waverley Rd,Metro Bus,-37.88364975,145.11759841
Mayfield St/Hotham St,Metro Bus,-37.87382927,144.99868074
Mayfield St/Munro St,Metro Bus,-37.74444311,144.96063456
Mayfin Ct/Aldridge Dr,Metro Bus,-37.56126333,144.719251515
Maygar Bvd/Camp Rd,Metro Bus,-37.68789577,144.94157961000002
Maylands Ave/Burke Rd,Metro Bus,-37.79731751,145.06325641
Maylands St/Ballarat Rd,Metro Bus,-37.775742365,144.81764109
Maysbury Ave/Boneo Rd,Metro Bus,-38.36177094,144.8898543
Maystone Dr/Blackmore Rd,Metro Bus,-37.527845494999994,144.9033384
McAdam Sq/Plymouth Rd,Metro Bus,-37.78286933,145.26859139
McArthur Ave/Biggs St,Metro Bus,-37.73819331,144.81242379
McArthur Rd/Burke Rd,Metro Bus,-37.77789855,145.06391095
McArthur St/Nepean Hwy,Metro Bus,-37.92626033,145.02809102
McArthurs Rd/Chambers Rd,Metro Bus,-37.83478255,144.8426265
McArthurs Rd/Millers Rd,Metro Bus,-37.835260685,144.84757797499998
McArthurs Rd/Poppy Dr,Metro Bus,-37.622858805,145.092618185
McAuley Ave/Henry Rd,Metro Bus,-38.08448867,145.45861516
McBain St/Blyth St,Metro Bus,-37.868036700000005,144.82728263
McCaffery Rise/Balmoral Way,Metro Bus,-38.06557833,145.476686295
McCarron Pde/Buckley St,Metro Bus,-37.75559968,144.90465437
McCarthy Gr/Main Rd,Metro Bus,-37.72625753,145.12450655
McClelland Dr/Cranbourne-Frankston Rd,Metro Bus,-38.15614711,145.17132793
McClelland Sculpture Park/McClelland Dr,Metro Bus,-38.14661726,145.174795315
McClure Rd/Tootal Rd,Metro Bus,-37.96830319,145.12471012999998
McColl Rd/Belmore Rd,Metro Bus,-37.80133581,145.10866176
McColl St/Plenty Rd,Metro Bus,-37.72772202,145.01957204
McColl St/Tyler St,Metro Bus,-37.731636365,145.01922379
McComas St/Albert St,Metro Bus,-37.729094149999995,145.02561722500002
McComb St/Cave Hill Rd,Metro Bus,-37.752373265,145.343915305
McComb St/Mitchells Lane,Metro Bus,-37.583742695,144.69950755
McCombe St/Thomas St,Metro Bus,-38.3612318,144.89444774
McCormicks Rd/Gamble Rd,Metro Bus,-38.113241325000004,145.19393893
McCormicks Rd/Hall Rd,Metro Bus,-38.10254955,145.19778892
McCormicks Rd/Wedge Rd,Metro Bus,-38.087880205000005,145.19907280500001
McCracken St/Woolley St,Metro Bus,-37.750589325,144.903904775
McCrae Beach/Point Nepean Rd,Metro Bus,-38.344098474999996,144.93809674
McCubbin Dr/Melton Hwy,Metro Bus,-37.69587385,144.77364583
McCubbin Way/Streeton Way,Metro Bus,-38.05699121,145.3554282
McCulloch Ave/Fortescue Ave,Metro Bus,-38.121348819999994,145.128421075
McCulloch St/Springfield Rd,Metro Bus,-37.81189061,145.17968415
McCulloch St/Whitehorse Rd,Metro Bus,-37.81812195,145.18111018500002
McDermott Ave/Manchester Rd,Metro Bus,-37.78013986,145.31214387
McDonald Rd/Geelong Rd,Metro Bus,-37.81682419,144.84813637
McDonald Reserve/Bell St,Metro Bus,-37.74202442,144.97401264
McDonald St/Barkly St,Metro Bus,-38.00432516,145.088190665
McDonald St/Murray Rd,Metro Bus,-37.73692016,144.99276197
McDonald St/Station Rd,Metro Bus,-37.70157671,144.57537016
McDonald St/Treeby Bvd,Metro Bus,-38.00108196,145.1024365
McDonalds Rd/Davisson St,Metro Bus,-37.64567079,145.03052015
McDonalds Rd/Derby Dr,Metro Bus,-37.64536339,145.03911361
McDonalds Rd/Greenbrook Dr,Metro Bus,-37.64645002,145.03671624
McDonalds Rd/Plenty Rd,Metro Bus,-37.65038974,145.08892168
McDougall Rd/Vineyard Rd,Metro Bus,-37.58783443,144.71576234
McDowell St/Grimshaw St,Metro Bus,-37.70408129,145.09767264
McEwan Rd/Collins St,Metro Bus,-37.73741507,145.05286929
McFadzean Ave/Broadhurst Ave,Metro Bus,-37.70783172,144.99712019999998
McFadzean Ave/Leamington St,Metro Bus,-37.71183249,144.99655872
McFees Rd/Scullin St,Metro Bus,-37.96411978,145.21373406
McFees Rd/Stud Rd,Metro Bus,-37.96478319,145.224514835
McGarvie Crescent Playground/Livingstone Bvd ,Metro Bus,-38.07856794,145.46413217
McGeorge Ct/Melba Ave,Metro Bus,-37.57209347,144.69688276
McGlone St/Whitehorse Rd,Metro Bus,-37.81730654,145.18784414
McGrath Rd/Black Forest Rd,Metro Bus,-37.90155805,144.626886595
McGrath Rd/Heaths Rd,Metro Bus,-37.886783615,144.632892615
McGregor Ave/Hearn Rd,Metro Bus,-38.28446493,144.99932019
McGregor Ct/Landsborough Ave,Metro Bus,-37.90666388,145.25727691
McGregor Rd/Duncan Dr,Metro Bus,-38.075183025,145.47374522500002
McGregor Rd/Princes Hwy,Metro Bus,-38.07143162,145.47737998
McIndoe Pde/Beach Rd,Metro Bus,-38.00167759,145.07780472
McIntosh Ave/Heaths Rd,Metro Bus,-37.87809947,144.687632555
McIntosh St/North Rd,Metro Bus,-37.91100511,145.09937311
McIntyre Dr/Civic Pde,Metro Bus,-37.86359774,144.82333802
McIntyre St/Burwood Hwy ,Metro Bus,-37.84972839,145.10800548
McKay Rd/Taylors Lane,Metro Bus,-37.92427237,145.24448327
McKay St/Brunswick Rd,Metro Bus,-37.77662508,144.95703692
McKays Rd/Centre Rd,Metro Bus,-38.144018715,145.211186565
McKean St/Dorking Rd,Metro Bus,-37.8129975,145.13182167
McKell Ave/Elizabeth Dr,Metro Bus,-37.56928402,144.72299772
McKellar St/Watsonia Rd,Metro Bus,-37.704068925,145.0838347
McKenzie Cres/Barber Dr,Metro Bus,-37.87411892,144.67654805
McKenzie Cres/Roxburgh Park Dr,Metro Bus,-37.6249862,144.92374289999998
McKenzie King Dr/Warburton Hwy,Metro Bus,-37.75322293,145.65715413
McKenzie St/Smith St,Metro Bus,-37.684845545,144.58582544
McKillop Rd/Monbulk Rd,Metro Bus,-37.79793555,145.393082
McKimmies Rd/Botanica Bvd,Metro Bus,-37.678090885,145.05408118999998
McKimmies Rd/Darebin Dr,Metro Bus,-37.67607171,145.03611709
McKimmies Rd/Garden Grove Dr,Metro Bus,-37.676989445000004,145.05423469
McKinnon PS/Tucker Rd,Metro Bus,-37.907936359999994,145.05306292
McKinnon Reserve/McKinnon Rd,Metro Bus,-37.912741780000005,145.051559885
McKinnon Sec Col/McKinnon Rd,Metro Bus,-37.9123714,145.048515545
McKinnon Station/McKinnon Rd,Metro Bus,-37.911058765,145.03840417499998
McLachlan St/Foote St,Metro Bus,-37.75892551,145.12615637
McLachlan St/James St,Metro Bus,-37.756409805,145.125788515
McLachlan St/Westgarth St,Metro Bus,-37.78074074,144.99357546
McLauchlin Ave/Bay Rd,Metro Bus,-37.95347943,145.01759842
McLaughlans Lane/Diamond Creek Rd,Metro Bus,-37.680286295,145.12250125
McLaughlin Cres/Redleap Ave,Metro Bus,-37.66178228,145.06633093
McLaurin Dr/Jones Rd,Metro Bus,-38.253850670000006,145.16849845000002
McLaurin Rd/Murrumbeena Rd,Metro Bus,-37.893604749999994,145.06572784
McLean St/Moreland Rd,Metro Bus,-37.75251647,144.93881387
McLeod St/Spring St,Metro Bus,-37.68261815,145.01267591
McLister St/Melbourne Rd,Metro Bus,-37.83136538,144.88173151
McMahon Rd/Black St,Metro Bus,-37.71059813,145.02003937
McMahon Rd/Boldrewood Pde,Metro Bus,-37.71188729,145.02275028
McMahons Rd/Burwood Hwy,Metro Bus,-37.87964957,145.26852204
McMillan Ct/Endeavour Dr,Metro Bus,-38.07583607,145.26586629
McMillan St/Main Rd,Metro Bus,-37.93271879,145.12773677
McMullen Rd/Princes Hwy,Metro Bus,-38.062451825,145.419080275
McMurtry Way/Golf Links Rd,Metro Bus,-38.16767274,145.1420471
McNae St/Dean St,Metro Bus,-37.767665335000004,144.928028665
McNair Lane/Dawson St,Metro Bus,-37.76909025,144.94145296
McNamara Ave/Roberts Rd,Metro Bus,-37.72632267,144.88209597000002
McNamara Rd/Belgrave-Gembrook Rd,Metro Bus,-37.922909919999995,145.472717475
McNamara St/Elizabeth St,Metro Bus,-37.72911904,144.98397488
McNaught St/Balcombe Rd,Metro Bus,-37.97805351,145.03527829
McNaughton Rd/Princes Hwy,Metro Bus,-37.9237421,145.14188943
McNicholl Way/Kings Rd,Metro Bus,-37.71512282,144.78034116
McNicol Rd/Station St,Metro Bus,-37.91278805,145.3446871
McPherson Bvd/Somerton Rd,Metro Bus,-37.638710585,144.91373952
McPherson St/Albion St,Metro Bus,-37.756338265,144.92858311
McPherson St/Wilson St,Metro Bus,-37.762883224999996,144.92820754000002
McRae Mews/Raymond McMahon Bvd,Metro Bus,-37.97924567,145.26577412
McSwain St/Lower Dandenong Rd,Metro Bus,-37.98423009,145.0890824
McVean St/Brunswick Rd,Metro Bus,-37.775909505,144.95060211
McVeigh Pl/Westmill Dr,Metro Bus,-37.87518744,144.67225136
McWhae Ave/Glen Eira Rd,Metro Bus,-37.87727225,145.00136164
Mcalister Pl/Shearwater Dr,Metro Bus,-38.06866308,145.45172008
Mcilraith Ct/Hull Rd,Metro Bus,-37.79117716,145.30630536
Mckerral Pl/Yarra Rd,Metro Bus,-37.76885233,145.27391368
Meade Way/Calder Park Dr,Metro Bus,-37.698271515,144.755620735
Meadow Cres/Waverley Rd,Metro Bus,-37.88630312,145.14222828
Meadow Glen Dr/McDonalds Rd,Metro Bus,-37.64712291,145.05175017
Meadow Glen Dr/Westlake Dr,Metro Bus,-37.67946113,144.54437797
Meadow Glenn Dr/Findon Rd,Metro Bus,-37.640737,145.05524895
Meadow Heights SC/Hudson Cct,Metro Bus,-37.64990148,144.92154171
Meadow St/Elizabeth St,Metro Bus,-37.73802266,144.98186096
Meadowbank Ave/Billanook Way,Metro Bus,-37.760153485000004,145.300116995
Meadowbank Dr/Furlong Rd,Metro Bus,-37.76142262,144.82225064
Meadowlands Way/Ridgemont Dr,Metro Bus,-38.06809524,145.33886723
Meadowlands Way/Skyline Way,Metro Bus,-38.06944741,145.341447125
Meadowvale Ret Village/Eagle Dr,Metro Bus,-38.06854096,145.48068308
Meakin St/Macorna St,Metro Bus,-37.701697550000006,145.084315435
Meakin St/Sellars St,Metro Bus,-37.69985514,145.08990352
Mecklenburg Cl/O'Herns Rd,Metro Bus,-37.63668345,145.02015598
Medbury Ave/Delta Rd,Metro Bus,-37.709327200000004,145.09605247500002
Medina Dr/Wilmington Ave,Metro Bus,-37.863935444999996,144.668081635
Medina Rd/High Street Rd,Metro Bus,-37.872863095,145.154048435
Medway Rd/Hanson Rd,Metro Bus,-37.59065647,144.93692301
Medway St/Dorking Rd,Metro Bus,-37.81251916,145.13177693
Meek St/St Kilda St,Metro Bus,-37.90184119,144.98884645
Mekong Cl/Callaway Bvd,Metro Bus,-37.79341244,144.79842922
Melaleuca Cres/Southgateway,Metro Bus,-38.154415975,145.206025165
Melaleuca Dr/Centre Rd,Metro Bus,-37.92691453,145.10630171
Melaleuca Dr/Edgars Rd,Metro Bus,-37.67554196,145.00031319
Melaleuca Pl/The Pkwy ,Metro Bus,-38.07008326,145.4412138
Melaleuca Rd/Morris Rd,Metro Bus,-37.91687861,145.32329982
Melanie Cl/Wallace Rd,Metro Bus,-37.88113138,145.24565592
Melba Hwy/Armstrong Gr,Metro Bus,-37.652243255,145.377796075
Melbourne Airport/Grants Rd,Metro Bus,-37.6745522325,144.850482075
Melbourne Bowls Centre/264 Darebin Rd,Metro Bus,-37.76580047,145.02297265
Melbourne Central/Lonsdale St,Metro Bus,-37.811582235,144.964610025
Melbourne Eastern Private Hospital/Scoresby Rd,Metro Bus,-37.855801695,145.26808561
Melbourne Girls Grammar/Anderson St,Metro Bus,-37.831740565000004,144.98419559500002
Melbourne Hill Rd/Heidelberg-Warrandyte Rd,Metro Bus,-37.74677627,145.20659017
Melbourne Hill Rd/Warrandyte Rd,Metro Bus,-37.749664075,145.198575465
Melbourne Life Christian Church/Cotham Rd,Metro Bus,-37.80980468,145.05648965
Melbourne Museum/Rathdowne St,Metro Bus,-37.80229978,144.96954992
Melbourne Polytechnic/Bell St,Metro Bus,-37.75076246,145.04528958
Melbourne Polytechnic/Bell St ,Metro Bus,-37.7510312,145.0451917
Melbourne Polytechnic/Dalton Rd,Metro Bus,-37.653869064999995,145.03143706
Melbourne Polytechnic/Heidelberg Rd,Metro Bus,-37.78399228,145.00887342
Melbourne Polytechnic/St Georges Rd,Metro Bus,-37.742611045000004,144.99831655999998
Melbourne Rd/Canterbury Jetty Rd,Metro Bus,-38.379221295,144.785635725
Melbourne Rd/Coppin Rd ,Metro Bus,-38.34371082,144.73943023
Melbourne Rd/Ferguson St,Metro Bus,-37.858505615,144.893883685
Melbourne Rd/Ocean Beach Rd,Metro Bus,-38.339971059999996,144.736846475
Melbourne Rd/St Pauls Rd,Metro Bus,-38.34754555,144.7425033
Melbourne University/Grattan St,Metro Bus,-37.800136194000004,144.96157728400001
Melbourne University/Royal Pde,Metro Bus,-37.79842978,144.95785593
Melbourne University/Swanston St,Metro Bus,-37.80012065,144.96390823
Melbourne Zoo/Poplar Rd,Metro Bus,-37.783440805,144.95486217
Melbourne-Lancefield Rd/Sunbury Rd,Metro Bus,-37.596401560000004,144.758357125
Melby Ave/Hotham St,Metro Bus,-37.87214987,144.99902177
Meldrum St/Kilby Rd,Metro Bus,-37.79201787,145.05283352
Melibee St/Canterbury Jetty Rd,Metro Bus,-38.37633613,144.78602132
Melinga Cres/Huntingdale Rd,Metro Bus,-37.878109315,145.10984332499999
Melissa St/Daniel St,Metro Bus,-37.78521248,145.17661435
Melon St/Ballarat Rd,Metro Bus,-37.78065075,144.85996102
Melon St/Churchill Ave,Metro Bus,-37.786024895,144.859641345
Melon St/South Rd,Metro Bus,-37.792083235,144.8577972
Melpomene Bvd/Thames Bvd,Metro Bus,-37.86852512,144.6571153
Melrose Ave/Malvern Rd,Metro Bus,-37.876502335,145.06639701
Melrose Ct/Melrose Dr,Metro Bus,-37.70549216,144.88486691
Melrose Dr/Mickleham Rd,Metro Bus,-37.69821191,144.88042381
Melrose Dr/Watson Dr,Metro Bus,-37.689636910000004,144.86816538
Melrose St/Canning St,Metro Bus,-37.79571466,144.94114564
Melton Ave/Leila Rd,Metro Bus,-37.901094145,145.04938780999998
Melton Bus Interchange/Palmerston St,Metro Bus,-37.68239137166667,144.58303637166668
Melton Cemetery/Centenary Ave,Metro Bus,-37.67422916,144.57984343
Melton Cemetery/O'Neills Rd,Metro Bus,-37.674924965,144.578182555
Melton Christian College/Brooklyn Rd,Metro Bus,-37.70111708,144.559433485
Melton Civic Centre/High St,Metro Bus,-37.682955925,144.58706027
Melton Hwy/Calder Park Dr,Metro Bus,-37.69439563,144.75652014
Melton Hwy/Parmelia Dr,Metro Bus,-37.69891413,144.78626300000002
Melton Hwy/The Parks,Metro Bus,-37.69089051,144.74426498
Melton Secondary College/Coburns Rd ,Metro Bus,-37.681115935,144.56878011999999
Melton Station/Staughton St,Metro Bus,-37.70256387,144.57114612599997
Melton Valley Dr/High St,Metro Bus,-37.68436854,144.595773765
Melton Waves Leisure Centre/Coburns Rd ,Metro Bus,-37.678401425000004,144.569333615
Melton West Community Centre/Westmelton Dr,Metro Bus,-37.67767529,144.56864303
Melton West Primary School/Westmelton Dr ,Metro Bus,-37.67773904,144.56780195
Melverton Dr/Hallam South Rd,Metro Bus,-38.01009526,145.27263324
Melville Cl/Old Calder Hwy,Metro Bus,-37.711780489999995,144.82217359999999
Melville Rd/Albion St,Metro Bus,-37.758680760000004,144.945016315
Melville Rd/Grand Bvd,Metro Bus,-37.57157473,144.91010616
Melville Rd/Hope St,Metro Bus,-37.76218822,144.94460707
Melville Rd/Moreland Rd,Metro Bus,-37.75322471,144.945309165
Melville Rd/Murray St,Metro Bus,-37.75983936,144.9442748
Melville Rd/Reynard St,Metro Bus,-37.746567944999995,144.944704535
Melville Rd/Smith St,Metro Bus,-37.767455195,144.943291955
Melville Rd/Victoria St,Metro Bus,-37.764870615,144.944169545
Melville St/Morris St,Metro Bus,-38.3720843,144.85340784
Melvin St/Cranbourne Rd,Metro Bus,-38.14599012,145.12893829
Memorial Ave/Belgrave-Gembrook Rd,Metro Bus,-37.93218891,145.4377816
Memorial Ave/High St,Metro Bus,-37.644266,145.026273145
Memorial Dr/Heatherton Rd,Metro Bus,-37.96526883,145.17586875
Memorial Park/Station St,Metro Bus,-37.80500507,145.12622466
Memory Cres/Welcome Pde,Metro Bus,-37.855082725,144.59139046
Mena Ct/Whalley Dr,Metro Bus,-37.914749085,145.19021607500002
Menarra St/Woolart St,Metro Bus,-37.719904745,144.90697663999998
Menin Rd/Baynes Park Rd,Metro Bus,-37.876883945,145.406410235
Mentone Girls Grammar/Mentone Pde,Metro Bus,-37.98850789,145.064672575
Mentone Girls Secondary College/Balcombe Rd ,Metro Bus,-37.979944535,145.053888105
Mentone Girls Secondary College/Charman Rd,Metro Bus,-37.98021189,145.05289053
Mentone Girls Secondary College/Charman Rd ,Metro Bus,-37.98022335,145.05303824
Mentone Grammar School/Como Pde,Metro Bus,-37.98757938,145.069587415
Mentone Reserve/Mentone Pde,Metro Bus,-37.984626105000004,145.06480873
Mentone Station/Como Pde,Metro Bus,-37.98180227,145.06461536249998
Menzies Ave/Heatherton Rd,Metro Bus,-37.96971466,145.21185674
Menzies Dr/Elizabeth Dr,Metro Bus,-37.567009835,144.72446516000002
Menzies Pde/Dalton Rd,Metro Bus,-37.66983554,145.03180318
Menzies Reserve/Menzies Ave,Metro Bus,-37.96719359,145.210227465
Menzies St/Barkly St,Metro Bus,-37.82783698,145.12991363
Merbein St/Sussex St,Metro Bus,-37.71753264,144.95174115
Mercantile Pde/Kensington Rd,Metro Bus,-37.797142855000004,144.92240703
Mercier St/Gaffney St,Metro Bus,-37.73309516,144.95531784
Mercil Rd/Wingrove St,Metro Bus,-37.77909565,145.026354
Mercury St/Aileen Ave,Metro Bus,-37.89403345,145.0162376
Mercy College/Sydney Rd,Metro Bus,-37.73080806,144.964015585
Mercy Health Aged Care/William St,Metro Bus,-37.77617472,144.939718035
Mercy Place Nursing Home/Greaves St,Metro Bus,-37.909298680000006,144.65655581
Mercy Place Ret Village/Mt Dandenong Tourist Rd,Metro Bus,-37.813488,145.349866555
Meredith Cres/Laura Dr,Metro Bus,-38.04427049,145.278622105
Meredith St/Barkly St,Metro Bus,-37.87703549,144.97931754
Meredith St/Camp Rd,Metro Bus,-37.68609351,144.92616193
Mereweather Ave/Dandenong Rd,Metro Bus,-38.136143114999996,145.12881901
Mereweather Ave/Nepean Hwy,Metro Bus,-38.13435434,145.124301
Merinda Park Bvd/Evans Rd ,Metro Bus,-38.07740735,145.25877221
Merinda Park Station/Endeavour Dr,Metro Bus,-38.07949932,145.26433753999999
Merinda Park Station/Merinda Park Bvd ,Metro Bus,-38.07928069,145.26275609
Merle St/Koonung Rd,Metro Bus,-37.807813615,145.152545805
Merlin Cres/Windermere Dr,Metro Bus,-37.89688271,145.26560496
Merlin Views/Eliot Ave,Metro Bus,-37.58037674,145.12391541
Merlynston Station/Lorensen Ave,Metro Bus,-37.72140637,144.96049508
Merlynston Station/Merlyn St,Metro Bus,-37.7206313,144.95997177
Mermaid Gr/Freshwater Bvd,Metro Bus,-38.07293635,145.24416099
